_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-13.171266879892887,R-HSA-5389840,M1,1,0,Reactome Gene Sets,6,Mitochondrial translation elongation,,-13.171266879892887,40.422346966051855,19.66384427325628,30244,87,86,10,11.627906976744185,3.456679541649496,5018|51021|51073|51081|51263|55173|63931|64960|64963|64983,OXA1L|MRPS16|MRPL4|MRPS7|MRPL30|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32,-10.269866945798649,0,2,0,0,-23.120413763788292,72.76022453889334,
1,-11.962937176849595,CORUM:320,M1,1,0,CORUM,33,"55S ribosome, mitochondrial",,-11.962937176849595,41.10480217456962,18.81637983327163,30244,77,86,9,10.465116279069768,3.300797946467106,51021|51073|51081|51263|55173|63931|64960|64963|64983,MRPS16|MRPL4|MRPS7|MRPL30|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32,-9.194162808029947,0,2,0,0,-23.120413763788292,72.76022453889334,
1,-9.700007300046241,CORUM:315,M1,1,0,CORUM,33,"28S ribosomal subunit, mitochondrial",,-9.700007300046241,72.76022453889334,20.64580782479627,30244,29,86,6,6.976744186046512,2.747090340551713,51021|51081|55173|63931|64960|64963,MRPS16|MRPS7|MRPS10|MRPS14|MRPS15|MRPS11,-7.041645414638298,0,2,0,0,-23.120413763788292,72.76022453889334,
1,-8.910951458857507,hsa03010,M1,1,0,KEGG Pathway,24,Ribosome,,-8.910951458857507,18.952513577496173,12.423004239737164,30244,167,86,9,10.465116279069768,3.300797946467106,51021|51073|51081|51263|55173|63931|64960|64963|64983,MRPS16|MRPL4|MRPS7|MRPL30|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32,-6.318268349093541,0,2,0,0,-23.120413763788292,72.76022453889334,
1,-22.37342909624522,GO:0006091,M1,1,0,GO Biological Processes,19,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-22.37342909624522,20.797949487371845,20.51728652355664,30244,372,86,22,25.58139534883721,4.70493524519882,48|128|158|1352|1737|1738|2108|2235|2271|2632|2673|2820|3417|5018|5226|5834|6888|7360|9942|22934|26227|55902,ACO1|ADH5|ADSL|COX10|DLAT|DLD|ETFA|FECH|FH|GBE1|GFPT1|GPD2|IDH1|OXA1L|PGD|PYGB|TALDO1|UGP2|XYLB|RPIA|PHGDH|ACSS2,-18.50199238552843,0,3,1,1,-22.37342909624522,109.89825581395348,
1,-13.562860768887523,GO:0015980,M1,1,0,GO Biological Processes,19,energy derivation by oxidation of organic compounds,19_GO:0008152 metabolic process,-13.562860768887523,18.64940098661029,15.380714518489418,30244,264,86,14,16.27906976744186,3.9809121080752727,48|158|1352|1737|1738|2108|2271|2632|2673|2820|3417|5018|5834|7360,ACO1|ADSL|COX10|DLAT|DLD|ETFA|FH|GBE1|GFPT1|GPD2|IDH1|OXA1L|PYGB|UGP2,-10.629276151421884,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-9.642172945437546,GO:0045333,M1,1,0,GO Biological Processes,19,cellular respiration,19_GO:0008152 metabolic process,-9.642172945437546,18.03458556946929,12.743662404024501,30244,195,86,10,11.627906976744185,3.456679541649496,48|158|1352|1737|1738|2108|2271|2820|3417|5018,ACO1|ADSL|COX10|DLAT|DLD|ETFA|FH|GPD2|IDH1|OXA1L,-6.992584984337107,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-9.152355150852797,WP2453,M1,1,0,WikiPathways,27,TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc),,-9.152355150852797,109.89825581395348,23.266796980935784,30244,16,86,5,5.813953488372093,2.523363604380063,48|1737|1738|2271|3417,ACO1|DLAT|DLD|FH|IDH1,-6.544159874910584,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-7.731790266177472,GO:0006790,M1,1,0,GO Biological Processes,19,sulfur compound metabolic process,19_GO:0008152 metabolic process,-7.731790266177472,11.418000604047116,9.813484556653068,30244,308,86,10,11.627906976744185,3.456679541649496,1737|1738|2180|3313|4357|4482|9054|26227|27430|55902,DLAT|DLD|ACSL1|HSPA9|MPST|MSRA|NFS1|PHGDH|MAT2B|ACSS2,-5.228330340755272,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-7.652755436851292,GO:0009060,M1,1,0,GO Biological Processes,19,aerobic respiration,19_GO:0008152 metabolic process,-7.652755436851292,17.260094164645455,11.115554071024045,30244,163,86,8,9.30232558139535,3.1321648968242854,48|158|1352|1737|1738|2271|3417|5018,ACO1|ADSL|COX10|DLAT|DLD|FH|IDH1|OXA1L,-5.184639032298647,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-7.652383405454313,hsa00020,M1,1,0,KEGG Pathway,24,Citrate cycle (TCA cycle),,-7.652383405454313,58.61240310077519,16.85904219142817,30244,30,86,5,5.813953488372093,2.523363604380063,48|1737|1738|2271|3417,ACO1|DLAT|DLD|FH|IDH1,-5.184639032298647,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-7.36565039648846,WP143,M1,1,0,WikiPathways,27,Fatty acid beta-oxidation,,-7.36565039648846,51.71682626538988,15.800708332230863,30244,34,86,5,5.813953488372093,2.523363604380063,1738|2180|2820|7167|55902,DLD|ACSL1|GPD2|TPI1|ACSS2,-4.909187033742484,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-6.636887632682802,hsa00620,M1,1,0,KEGG Pathway,24,Pyruvate metabolism,,-6.636887632682802,37.41217219198416,13.34055842641141,30244,47,86,5,5.813953488372093,2.523363604380063,128|1737|1738|2271|55902,ADH5|DLAT|DLD|FH|ACSS2,-4.247371059567438,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-5.801868453424622,hsa00630,M1,1,0,KEGG Pathway,24,Glyoxylate and dicarboxylate metabolism,,-5.801868453424622,46.88992248062016,13.428708014641614,30244,30,86,4,4.651162790697675,2.270854167140835,48|1738|6470|55902,ACO1|DLD|SHMT1|ACSS2,-3.478616353252935,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-5.6305871911658345,GO:0006099,M1,1,0,GO Biological Processes,19,tricarboxylic acid cycle,19_GO:0008152 metabolic process,-5.6305871911658345,42.62720225510923,12.776503979046806,30244,33,86,4,4.651162790697675,2.270854167140835,48|1737|2271|3417,ACO1|DLAT|FH|IDH1,-3.319455723670001,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-5.4255421039475635,GO:0044272,M1,1,0,GO Biological Processes,19,sulfur compound biosynthetic process,19_GO:0008152 metabolic process,-5.4255421039475635,14.552044907778669,8.735206812261227,30244,145,86,6,6.976744186046512,2.747090340551713,1737|1738|2180|4357|27430|55902,DLAT|DLD|ACSL1|MPST|MAT2B|ACSS2,-3.1704058236733412,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-5.20204668502362,GO:0035384,M1,1,0,GO Biological Processes,19,thioester biosynthetic process,19_GO:0008152 metabolic process,-5.20204668502362,33.49280177187154,11.252637969727225,30244,42,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-2.9933678059883992,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-5.20204668502362,GO:0071616,M1,1,0,GO Biological Processes,19,acyl-CoA biosynthetic process,19_GO:0008152 metabolic process,-5.20204668502362,33.49280177187154,11.252637969727225,30244,42,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-2.9933678059883992,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-5.20204668502362,WP5220,M1,1,0,WikiPathways,27,Metabolic reprogramming in pancreatic cancer,,-5.20204668502362,33.49280177187154,11.252637969727225,30244,42,86,4,4.651162790697675,2.270854167140835,1737|1738|2673|22934,DLAT|DLD|GFPT1|RPIA,-2.9933678059883992,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-5.102414985357712,GO:0006085,M1,1,0,GO Biological Processes,19,acetyl-CoA biosynthetic process,19_GO:0008152 metabolic process,-5.102414985357712,75.35880398671097,14.860647475974531,30244,14,86,3,3.488372093023256,1.978572628104759,1737|1738|55902,DLAT|DLD|ACSS2,-2.9091930573863167,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-4.794730956240823,GO:0033866,M1,1,0,GO Biological Processes,19,nucleoside bisphosphate biosynthetic process,19_GO:0008152 metabolic process,-4.794730956240823,26.541465555068015,9.938146417264482,30244,53,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-2.6365046889746573,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-4.794730956240823,GO:0034030,M1,1,0,GO Biological Processes,19,ribonucleoside bisphosphate biosynthetic process,19_GO:0008152 metabolic process,-4.794730956240823,26.541465555068015,9.938146417264482,30244,53,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-2.6365046889746573,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-4.794730956240823,GO:0034033,M1,1,0,GO Biological Processes,19,purine nucleoside bisphosphate biosynthetic process,19_GO:0008152 metabolic process,-4.794730956240823,26.541465555068015,9.938146417264482,30244,53,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-2.6365046889746573,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-4.114144297331147,GO:0006084,M1,1,0,GO Biological Processes,19,acetyl-CoA metabolic process,19_GO:0008152 metabolic process,-4.114144297331147,36.38011226944667,10.179051186480267,30244,29,86,3,3.488372093023256,1.978572628104759,1737|1738|55902,DLAT|DLD|ACSS2,-2.028037421625119,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-3.888660392794284,GO:0006637,M1,1,0,GO Biological Processes,19,acyl-CoA metabolic process,19_GO:0008152 metabolic process,-3.888660392794284,15.62997416020672,7.4225433117177655,30244,90,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-1.8234036560613762,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-3.888660392794284,GO:0035383,M1,1,0,GO Biological Processes,19,thioester metabolic process,19_GO:0008152 metabolic process,-3.888660392794284,15.62997416020672,7.4225433117177655,30244,90,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-1.8234036560613762,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-3.437306258123016,GO:0033865,M1,1,0,GO Biological Processes,19,nucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-3.437306258123016,11.921166732361057,6.347455972381085,30244,118,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-1.410967587420478,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-3.437306258123016,GO:0033875,M1,1,0,GO Biological Processes,19,ribonucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-3.437306258123016,11.921166732361057,6.347455972381085,30244,118,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-1.410967587420478,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-3.437306258123016,GO:0034032,M1,1,0,GO Biological Processes,19,purine nucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-3.437306258123016,11.921166732361057,6.347455972381085,30244,118,86,4,4.651162790697675,2.270854167140835,1737|1738|2180|55902,DLAT|DLD|ACSL1|ACSS2,-1.410967587420478,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-3.281198191292096,R-HSA-71406,M1,1,0,Reactome Gene Sets,6,Pyruvate metabolism and Citric Acid (TCA) cycle,,-3.281198191292096,19.182241014799153,7.207170283179539,30244,55,86,3,3.488372093023256,1.978572628104759,1737|1738|2271,DLAT|DLD|FH,-1.269099959704168,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-2.7716300251231045,R-HSA-1428517,M1,1,0,Reactome Gene Sets,6,The citric acid (TCA) cycle and respiratory electron transport,,-2.7716300251231045,7.902795923700027,4.932392179318332,30244,178,86,4,4.651162790697675,2.270854167140835,1737|1738|2108|2271,DLAT|DLD|ETFA|FH,-0.7885600445775468,0,3,0,0,-22.37342909624522,109.89825581395348,
1,-21.911123727819025,GO:0006520,M1,1,0,GO Biological Processes,19,amino acid metabolic process,19_GO:0008152 metabolic process,-21.911123727819025,25.03020772986841,21.611177472910068,30244,281,86,20,23.25581395348837,4.555533962409835,16|538|586|1503|1738|2108|2673|3376|3735|4357|4482|5471|5723|6470|10056|25973|26227|57038|79587|123283,AARS1|ATP7A|BCAT1|CTPS1|DLD|ETFA|GFPT1|IARS1|KARS1|MPST|MSRA|PPAT|PSPH|SHMT1|FARSB|PARS2|PHGDH|RARS2|CARS2|TARS3,-18.16462575371053,0,4,1,1,-21.911123727819025,56.267906976744186,
1,-9.577284457365334,GO:1901605,M1,1,0,GO Biological Processes,19,alpha-amino acid metabolic process,19_GO:0008152 metabolic process,-9.577284457365334,17.76133427296218,12.635960014261856,30244,198,86,10,11.627906976744185,3.456679541649496,538|586|1503|2673|4357|4482|5471|5723|6470|26227,ATP7A|BCAT1|CTPS1|GFPT1|MPST|MSRA|PPAT|PSPH|SHMT1|PHGDH,-6.944729835563676,0,4,0,0,-21.911123727819025,56.267906976744186,
1,-6.132898925307368,GO:0006541,M1,1,0,GO Biological Processes,19,glutamine metabolic process,19_GO:0008152 metabolic process,-6.132898925307368,56.267906976744186,14.762617586624824,30244,25,86,4,4.651162790697675,2.270854167140835,1503|2673|5471|26227,CTPS1|GFPT1|PPAT|PHGDH,-3.78434095987091,0,4,0,0,-21.911123727819025,56.267906976744186,
1,-4.2668648979486505,GO:0009064,M1,1,0,GO Biological Processes,19,glutamine family amino acid metabolic process,19_GO:0008152 metabolic process,-4.2668648979486505,19.5374677002584,8.409593391575578,30244,72,86,4,4.651162790697675,2.270854167140835,1503|2673|5471|26227,CTPS1|GFPT1|PPAT|PHGDH,-2.1711599634920864,0,4,0,0,-21.911123727819025,56.267906976744186,
