_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.8,C4704874,M1,1,0,DisGeNET,35,"Mammary Carcinoma, Human",,-2.8,7.7,4.9,30244,545,29,4,14,6.4,978|2821|6648|28998,CDA|GPI|SOD2|MRPL13,0,0
1,-2.7,C0220668,M1,1,0,DisGeNET,35,Congenital contractural arachnodactyly,,-2.7,7.5,4.8,30244,559,29,4,14,6.4,5315|6648|10988|27349,PKM|SOD2|METAP2|MCAT,0,0
1,-2.7,C0021670,M1,1,0,DisGeNET,35,insulinoma,,-2.7,12,5.6,30244,258,29,3,10,5.7,2571|7086|27349,GAD1|TKT|MCAT,0,0
1,-2.7,C2931852,M1,1,0,DisGeNET,35,Clear-cell metastatic renal cell carcinoma,,-2.7,12,5.5,30244,260,29,3,10,5.7,5315|6648|119391,PKM|SOD2|GSTO2,0,0
1,-2.7,C0525045,M1,1,0,DisGeNET,35,Mood Disorders,,-2.7,7.2,4.7,30244,580,29,4,14,6.4,2571|5211|6648|10988,GAD1|PFKL|SOD2|METAP2,0,0
1,-2.6,C0205698,M1,1,0,DisGeNET,35,Undifferentiated carcinoma,,-2.6,11,5.3,30244,283,29,3,10,5.7,5315|6648|7086,PKM|SOD2|TKT,0,0
1,-2.6,C0020676,M1,1,0,DisGeNET,35,Hypothyroidism,,-2.6,6.8,4.5,30244,613,29,4,14,6.4,4141|6648|10988|119391,MARS1|SOD2|METAP2|GSTO2,0,0
1,-2.5,C0206062,M1,1,0,DisGeNET,35,"Lung Diseases, Interstitial",,-2.5,9.8,4.9,30244,319,29,3,10,5.7,4141|4677|6648,MARS1|NARS1|SOD2,0,0
1,-2.4,C0020557,M1,1,0,DisGeNET,35,Hypertriglyceridemia,,-2.4,9.2,4.7,30244,340,29,3,10,5.7,275|2821|27349,AMT|GPI|MCAT,0,0
1,-2.4,C0158266,M1,1,0,DisGeNET,35,Intervertebral Disc Degeneration,,-2.4,9.1,4.7,30244,342,29,3,10,5.7,978|6648|10209,CDA|SOD2|EIF1,0,0
1,-2.1,C2973725,M1,1,0,DisGeNET,35,Pulmonary arterial hypertension,,-2.1,7.6,4.2,30244,413,29,3,10,5.7,6648|10988|27349,SOD2|METAP2|MCAT,0,0
1,-2.1,C0162429,M1,1,0,DisGeNET,35,Malnutrition,,-2.1,7.5,4.1,30244,417,29,3,10,5.7,978|2592|4677,CDA|GALT|NARS1,0,0
1,-2.1,C0002895,M1,1,0,DisGeNET,35,"Anemia, Sickle Cell",,-2.1,7.2,4,30244,433,29,3,10,5.7,978|2571|6648,CDA|GAD1|SOD2,0,0
