_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-4.419177214995164,WP2525,M1,1,0,WikiPathways,27,"Trans-sulfuration, one-carbon metabolism and related pathways",,-4.419177214995164,46.01014198782962,11.511558852804196,30244,68,29,3,10.344827586206897,5.6552304164538,275|2571|6648,AMT|GAD1|SOD2,-1.638820973625702,0,2,0,0,-10.52859872465053,46.01014198782962,
1,-4.172979077339669,GO:0044283,M1,1,0,GO Biological Processes,19,small molecule biosynthetic process,19_GO:0008152 metabolic process,-4.172979077339669,11.435269207501513,6.956095576218121,30244,456,29,5,17.24137931034483,7.01445003745666,2571|2821|3422|27349|60496,GAD1|GPI|IDI1|MCAT|AASDHPPT,-1.4578895674827979,0,2,0,0,-10.52859872465053,46.01014198782962,
1,-4.147198461710625,GO:0016054,M1,1,0,GO Biological Processes,19,organic acid catabolic process,19_GO:0008152 metabolic process,-4.147198461710625,17.827291482463895,8.005515136890752,30244,234,29,4,13.793103448275861,6.4032875233466156,275|2571|27349|60496,AMT|GAD1|MCAT|AASDHPPT,-1.451853010049511,0,2,0,0,-10.52859872465053,46.01014198782962,
1,-4.147198461710625,GO:0046395,M1,1,0,GO Biological Processes,19,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-4.147198461710625,17.827291482463895,8.005515136890752,30244,234,29,4,13.793103448275861,6.4032875233466156,275|2571|27349|60496,AMT|GAD1|MCAT|AASDHPPT,-1.451853010049511,0,2,0,0,-10.52859872465053,46.01014198782962,
1,-3.050252942960029,GO:1901605,M1,1,0,GO Biological Processes,19,alpha-amino acid metabolic process,19_GO:0008152 metabolic process,-3.050252942960029,15.801462904911181,6.473572842093689,30244,198,29,3,10.344827586206897,5.6552304164538,275|2571|60496,AMT|GAD1|AASDHPPT,-0.45756983319606315,0,2,0,0,-10.52859872465053,46.01014198782962,
1,-2.6463602199780514,GO:0046394,M1,1,0,GO Biological Processes,19,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-2.6463602199780514,11.418575383840928,5.367108596319904,30244,274,29,3,10.344827586206897,5.6552304164538,2571|27349|60496,GAD1|MCAT|AASDHPPT,-0.08313208955236107,0,2,0,0,-10.52859872465053,46.01014198782962,
1,-2.6329570692117623,GO:0016053,M1,1,0,GO Biological Processes,19,organic acid biosynthetic process,19_GO:0008152 metabolic process,-2.6329570692117623,11.294908502427488,5.332622933955349,30244,277,29,3,10.344827586206897,5.6552304164538,2571|27349|60496,GAD1|MCAT|AASDHPPT,-0.07679079327355887,0,2,0,0,-10.52859872465053,46.01014198782962,
1,-8.931191827896614,hsa01200,M1,1,0,KEGG Pathway,24,Carbon metabolism,,-8.931191827896614,54.411994002998505,17.778515202018593,30244,115,29,6,20.689655172413794,7.522159645153251,275|2821|5211|5315|6120|7086,AMT|GPI|PFKL|PKM|RPE|TKT,-5.582633862460156,0,3,1,1,-8.931191827896614,142.21316614420064,
1,-7.736218299080013,hsa00030,M1,1,0,KEGG Pathway,24,Pentose phosphate pathway,,-7.736218299080013,139.05287356321838,23.437004326600274,30244,30,29,4,13.793103448275861,6.4032875233466156,2821|5211|6120|7086,GPI|PFKL|RPE|TKT,-4.502747190653602,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-7.128549510732399,WP4290,M1,1,0,WikiPathways,27,Metabolic reprogramming in colon cancer,,-7.128549510732399,99.32348111658456,19.754415046996666,30244,42,29,4,13.793103448275861,6.4032875233466156,2821|5211|5315|7086,GPI|PFKL|PKM|TKT,-4.010440466674216,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-7.128549510732399,WP5220,M1,1,0,WikiPathways,27,Metabolic reprogramming in pancreatic cancer,,-7.128549510732399,99.32348111658456,19.754415046996666,30244,42,29,4,13.793103448275861,6.4032875233466156,2821|5211|5315|6120,GPI|PFKL|PKM|RPE,-4.010440466674216,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-6.475043820086969,R-HSA-71387,M1,1,0,Reactome Gene Sets,6,Metabolism of carbohydrates,,-6.475043820086969,21.068617206548243,10.767605780738133,30244,297,29,6,20.689655172413794,7.522159645153251,2592|2821|5211|5315|6120|7086,GALT|GPI|PFKL|PKM|RPE|TKT,-3.4052394556033407,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-6.102240602536304,hsa01230,M1,1,0,KEGG Pathway,24,Biosynthesis of amino acids,,-6.102240602536304,55.621149425287356,14.67273735290169,30244,75,29,4,13.793103448275861,6.4032875233466156,5211|5315|6120|7086,PFKL|PKM|RPE|TKT,-3.0961053179220523,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-6.033525311120587,GO:0005996,M1,1,0,GO Biological Processes,19,monosaccharide metabolic process,19_GO:0008152 metabolic process,-6.033525311120587,27.73661041819516,11.392520426792414,30244,188,29,5,17.24137931034483,7.01445003745666,2592|2821|5211|5315|119391,GALT|GPI|PFKL|PKM|GSTO2,-3.0466951817017227,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-5.918755806393645,GO:0051156,M1,1,0,GO Biological Processes,19,glucose 6-phosphate metabolic process,19_GO:0008152 metabolic process,-5.918755806393645,142.21316614420064,20.52698025864223,30244,22,29,3,10.344827586206897,5.6552304164538,2821|6120|7086,GPI|RPE|TKT,-2.9504090826687936,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-5.478721594532691,GO:0005975,M1,1,0,GO Biological Processes,19,carbohydrate metabolic process,19_GO:0008152 metabolic process,-5.478721594532691,14.189068730940653,8.643777301565306,30244,441,29,6,20.689655172413794,7.522159645153251,2592|2821|5211|5315|6120|119391,GALT|GPI|PFKL|PKM|RPE|GSTO2,-2.528103637768271,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-5.435618399297961,GO:0016052,M1,1,0,GO Biological Processes,19,carbohydrate catabolic process,19_GO:0008152 metabolic process,-5.435618399297961,37.92351097178683,12.019075834823704,30244,110,29,4,13.793103448275861,6.4032875233466156,2592|2821|5211|5315,GALT|GPI|PFKL|PKM,-2.5020337818323215,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-5.083839340413562,GO:0019320,M1,1,0,GO Biological Processes,19,hexose catabolic process,19_GO:0008152 metabolic process,-5.083839340413562,76.30950378469302,14.949160596089925,30244,41,29,3,10.344827586206897,5.6552304164538,2592|5211|5315,GALT|PFKL|PKM,-2.1824394063193235,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.99041721956643,GO:0006096,M1,1,0,GO Biological Processes,19,glycolytic process,19_GO:0008152 metabolic process,-4.99041721956643,71.10658307210032,14.417229163871342,30244,44,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-2.1042572520289284,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.960733935573695,WP534,M1,1,0,WikiPathways,27,Glycolysis and gluconeogenesis,,-4.960733935573695,69.52643678160919,14.251752127278193,30244,45,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-2.0892972248569004,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.848452115753281,GO:0046365,M1,1,0,GO Biological Processes,19,monosaccharide catabolic process,19_GO:0008152 metabolic process,-4.848452115753281,63.850809289232934,13.640853088617085,30244,49,29,3,10.344827586206897,5.6552304164538,2592|5211|5315,GALT|PFKL|PKM,-2.018408090194711,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.80224487123649,GO:0019318,M1,1,0,GO Biological Processes,19,hexose metabolic process,19_GO:0008152 metabolic process,-4.80224487123649,26.236391238343092,9.884414298371363,30244,159,29,4,13.793103448275861,6.4032875233466156,2592|2821|5211|5315,GALT|GPI|PFKL|PKM,-1.985165822842288,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.438492941991816,hsa00010,M1,1,0,KEGG Pathway,24,Glycolysis / Gluconeogenesis,,-4.438492941991816,46.6968605249614,11.600744676555797,30244,67,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-1.646237477322646,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.400151884063379,GO:0006090,M1,1,0,GO Biological Processes,19,pyruvate metabolic process,19_GO:0008152 metabolic process,-4.400151884063379,45.343328335832084,11.424292863734346,30244,69,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-1.631377515243732,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.326790233479509,R-HSA-70171,M1,1,0,Reactome Gene Sets,6,Glycolysis,,-4.326790233479509,42.85876239962211,11.093104286583962,30244,73,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-1.5910161247627876,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.1141442973311095,WP4018,M1,1,0,WikiPathways,27,Clear cell renal cell carcinoma pathways,,-4.1141442973311095,36.38011226944668,10.179051186480267,30244,86,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-1.4283441635762262,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.063791522561355,R-HSA-6798695,M1,1,0,Reactome Gene Sets,6,Neutrophil degranulation,,-4.063791522561355,10.840920496092911,6.740157478340347,30244,481,29,5,17.24137931034483,7.01445003745666,978|2821|5211|5315|93100,CDA|GPI|PFKL|PKM|NAPRT,-1.3964747945004852,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.012986846990315,R-HSA-70326,M1,1,0,Reactome Gene Sets,6,Glucose metabolism,,-4.012986846990315,33.641824249165744,9.76708956905493,30244,93,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-1.3633988858898762,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-3.706764241261907,GO:0006006,M1,1,0,GO Biological Processes,19,glucose metabolic process,19_GO:0008152 metabolic process,-3.706764241261907,26.514319111630627,8.603088394312373,30244,118,29,3,10.344827586206897,5.6552304164538,2821|5211|5315,GPI|PFKL|PKM,-1.0742096194602488,0,3,0,0,-8.931191827896614,142.21316614420064,
1,-4.909062541732042,GO:0055086,M1,1,0,GO Biological Processes,19,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-4.909062541732042,11.274557315936628,7.568537381277194,30244,555,29,6,20.689655172413794,7.522159645153251,978|2592|6120|7086|93100|122622,CDA|GALT|RPE|TKT|NAPRT|ADSS1,-2.051866270129857,0,4,1,1,-4.909062541732042,44.066051481301606,
1,-4.3629388446374495,GO:0019362,M1,1,0,GO Biological Processes,19,pyridine nucleotide metabolic process,19_GO:0008152 metabolic process,-4.3629388446374495,44.066051481301606,11.255249265431749,30244,71,29,3,10.344827586206897,5.6552304164538,6120|7086|93100,RPE|TKT|NAPRT,-1.6164408705289546,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-4.3629388446374495,GO:0046496,M1,1,0,GO Biological Processes,19,nicotinamide nucleotide metabolic process,19_GO:0008152 metabolic process,-4.3629388446374495,44.066051481301606,11.255249265431749,30244,71,29,3,10.344827586206897,5.6552304164538,6120|7086|93100,RPE|TKT|NAPRT,-1.6164408705289546,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-4.240703970330371,GO:0072524,M1,1,0,GO Biological Processes,19,pyridine-containing compound metabolic process,19_GO:0008152 metabolic process,-4.240703970330371,40.11140583554377,10.714995649849703,30244,78,29,3,10.344827586206897,5.6552304164538,6120|7086|93100,RPE|TKT|NAPRT,-1.5153952952918137,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-4.076568955492813,GO:0009117,M1,1,0,GO Biological Processes,19,nucleotide metabolic process,19_GO:0008152 metabolic process,-4.076568955492813,10.908959746068389,6.7652197512178125,30244,478,29,5,17.24137931034483,7.01445003745666,978|6120|7086|93100|122622,CDA|RPE|TKT|NAPRT|ADSS1,-1.400108847992073,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-4.038491202906707,GO:0006753,M1,1,0,GO Biological Processes,19,nucleoside phosphate metabolic process,19_GO:0008152 metabolic process,-4.038491202906707,10.70735679388232,6.69069195274109,30244,487,29,5,17.24137931034483,7.01445003745666,978|6120|7086|93100|122622,CDA|RPE|TKT|NAPRT|ADSS1,-1.3801293174987632,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-3.824837133134695,GO:0090407,M1,1,0,GO Biological Processes,19,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-3.824837133134695,9.638600293199058,6.281190845445246,30244,541,29,5,17.24137931034483,7.01445003745666,978|3422|7086|93100|122622,CDA|IDI1|TKT|NAPRT|ADSS1,-1.183849343796174,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-3.1795185884756823,GO:0006163,M1,1,0,GO Biological Processes,19,purine nucleotide metabolic process,19_GO:0008152 metabolic process,-3.1795185884756823,9.932348111658456,5.710938381087448,30244,420,29,4,13.793103448275861,6.4032875233466156,6120|7086|93100|122622,RPE|TKT|NAPRT|ADSS1,-0.5633543828621934,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-3.067864382767896,GO:0072521,M1,1,0,GO Biological Processes,19,purine-containing compound metabolic process,19_GO:0008152 metabolic process,-3.067864382767896,9.270191570881225,5.475925793947193,30244,450,29,4,13.793103448275861,6.4032875233466156,6120|7086|93100|122622,RPE|TKT|NAPRT|ADSS1,-0.4674944443376392,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-2.9471537891246467,GO:0046390,M1,1,0,GO Biological Processes,19,ribose phosphate biosynthetic process,19_GO:0008152 metabolic process,-2.9471537891246467,14.552044907778669,6.178083326160048,30244,215,29,3,10.344827586206897,5.6552304164538,978|7086|122622,CDA|TKT|ADSS1,-0.36202381725112653,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-2.696878006835057,GO:0009165,M1,1,0,GO Biological Processes,19,nucleotide biosynthetic process,19_GO:0008152 metabolic process,-2.696878006835057,11.896158384685984,5.498299070787661,30244,263,29,3,10.344827586206897,5.6552304164538,978|93100|122622,CDA|NAPRT|ADSS1,-0.11917205304074364,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-2.6875276498583434,GO:1901293,M1,1,0,GO Biological Processes,19,nucleoside phosphate biosynthetic process,19_GO:0008152 metabolic process,-2.6875276498583434,11.806376057254392,5.473871234777767,30244,265,29,3,10.344827586206897,5.6552304164538,978|93100|122622,CDA|NAPRT|ADSS1,-0.11712093480552965,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-2.2837600390458976,GO:0019693,M1,1,0,GO Biological Processes,19,ribose phosphate metabolic process,19_GO:0008152 metabolic process,-2.2837600390458976,8.478833753854781,4.47809435358924,30244,369,29,3,10.344827586206897,5.6552304164538,978|7086|122622,CDA|TKT|ADSS1,0.0,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-2.274016398645643,GO:0006091,M1,1,0,GO Biological Processes,19,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-2.274016398645643,8.410456062291436,4.455376303285751,30244,372,29,3,10.344827586206897,5.6552304164538,6120|6648|7086,RPE|SOD2|TKT,0.0,0,4,0,0,-4.909062541732042,44.066051481301606,
1,-4.64980090902289,GO:0006749,M1,1,0,GO Biological Processes,19,glutathione metabolic process,19_GO:0008152 metabolic process,-4.64980090902289,54.88929219600726,12.616243551461238,30244,57,29,3,10.344827586206897,5.6552304164538,3029|6648|119391,HAGH|SOD2|GSTO2,-1.845310987936708,0,5,1,1,-4.64980090902289,54.88929219600726,
1,-3.6432808712763967,R-HSA-196849,M1,1,0,Reactome Gene Sets,6,Metabolism of water-soluble vitamins and cofactors,,-3.6432808712763967,25.231368186874306,8.37647756803579,30244,124,29,3,10.344827586206897,5.6552304164538,60496|93100|119391,AASDHPPT|NAPRT|GSTO2,-1.0189987754407284,0,6,1,1,-3.6432808712763967,25.231368186874306,
1,-3.0954373153636405,R-HSA-196854,M1,1,0,Reactome Gene Sets,6,Metabolism of vitamins and cofactors,,-3.0954373153636405,16.380574110850336,6.606104646476659,30244,191,29,3,10.344827586206897,5.6552304164538,60496|93100|119391,AASDHPPT|NAPRT|GSTO2,-0.4872420394214271,0,6,0,0,-3.6432808712763967,25.231368186874306,
