_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-5,C0751748,M1,1,0,DisGeNET,35,Nonketotic Hyperglycinemia,,-5,71,14,30244,21,61,3,4.9,2.8,2653|2731|11019,GCSH|GLDC|LIAS,-1.8,0
1,-5,C0023264,M1,1,0,DisGeNET,35,Leigh Disease,,-5,17,8.8,30244,144,61,5,8.2,3.5,4967|10667|11019|25821|84705,OGDH|FARS2|LIAS|MTO1|GTPBP3,-1.7,0
1,-4.9,C0242526,M1,1,0,DisGeNET,35,"Gonadal Dysgenesis, 45,X",,-4.9,65,14,30244,23,61,3,4.9,2.8,847|2597|6647,CAT|GAPDH|SOD1,-1.7,0
1,-4.9,C3532239,M1,1,0,DisGeNET,35,Mitochondrial cardiomyopathy,,-4.9,65,14,30244,23,61,3,4.9,2.8,11222|55157|57176,MRPL3|DARS2|VARS2,-1.7,0
1,-4.8,C0027066,M1,1,0,DisGeNET,35,Myoclonus,,-4.8,11,7.5,30244,264,61,6,9.8,3.8,2643|2653|2731|10667|11019|29968,GCH1|GCSH|GLDC|FARS2|LIAS|PSAT1,-1.7,0
1,-4.7,C1531647,M1,1,0,DisGeNET,35,Cerebral ventriculomegaly,,-4.7,8.5,6.8,30244,410,61,7,11,4.1,440|2752|5859|10352|10667|29920|133686,ASNS|GLUL|QARS1|WARS2|FARS2|PYCR2|NADK2,-1.6,0
1,-4.7,C0026838,M1,1,0,DisGeNET,35,Muscle Spasticity,,-4.7,6.8,6.4,30244,580,61,8,13,4.3,38|6647|10352|25828|29920|29968|55157|133686,ACAT1|SOD1|WARS2|TXN2|PYCR2|PSAT1|DARS2|NADK2,-1.6,0
1,-4.6,C3278923,M1,1,0,DisGeNET,35,Dilated ventricles (finding),,-4.6,8.1,6.7,30244,427,61,7,11,4.1,440|2752|5859|10352|10667|29920|133686,ASNS|GLUL|QARS1|WARS2|FARS2|PYCR2|NADK2,-1.5,0
1,-4.6,C0205710,M1,1,0,DisGeNET,35,Alpers Syndrome (disorder),,-4.6,53,12,30244,28,61,3,4.9,2.8,6647|10667|55157,SOD1|FARS2|DARS2,-1.5,0
1,-4.6,C0220981,M1,1,0,DisGeNET,35,Metabolic acidosis,,-4.6,23,9.3,30244,85,61,4,6.6,3.2,38|2710|4967|25821,ACAT1|GK|OGDH|MTO1,-1.5,0
1,-4.4,C0541794,M1,1,0,DisGeNET,35,Skeletal muscle atrophy,,-4.4,9.7,6.9,30244,306,61,6,9.8,3.8,4967|6647|10352|29920|29968|55157,OGDH|SOD1|WARS2|PYCR2|PSAT1|DARS2,-1.4,0
1,-4.4,C0013386,M1,1,0,DisGeNET,35,"Dyskinesia, Drug-Induced",,-4.4,46,12,30244,32,61,3,4.9,2.8,847|2643|2752,CAT|GCH1|GLUL,-1.4,0
1,-4.4,C1852373,M1,1,0,DisGeNET,35,Mitochondrial encephalopathy,,-4.4,46,12,30244,32,61,3,4.9,2.8,10352|10667|57176,WARS2|FARS2|VARS2,-1.4,0
1,-4.4,C4025616,M1,1,0,DisGeNET,35,CNS hypomyelination,,-4.4,46,12,30244,32,61,3,4.9,2.8,2752|5859|29920,GLUL|QARS1|PYCR2,-1.4,0
1,-4.3,C0740279,M1,1,0,DisGeNET,35,Cerebellar atrophy,,-4.3,9.3,6.7,30244,321,61,6,9.8,3.8,10352|10667|25828|51067|55157|133686,WARS2|FARS2|TXN2|YARS2|DARS2|NADK2,-1.3,0
1,-4.3,C4553743,M1,1,0,DisGeNET,35,"Spasticity, CTCAE",,-4.3,7.3,6.2,30244,477,61,7,11,4.1,38|6647|10352|25828|29920|55157|133686,ACAT1|SOD1|WARS2|TXN2|PYCR2|DARS2|NADK2,-1.3,0
1,-4.2,C0239234,M1,1,0,DisGeNET,35,Low set ears,,-4.2,7.1,6.1,30244,489,61,7,11,4.1,471|2710|2752|5859|29920|29968|54517,ATIC|GK|GLUL|QARS1|PYCR2|PSAT1|PUS7,-1.3,0
1,-4.2,C0751495,M1,1,0,DisGeNET,35,"Seizures, Focal",,-4.2,12,7.1,30244,210,61,5,8.2,3.5,38|847|10352|10667|51067,ACAT1|CAT|WARS2|FARS2|YARS2,-1.2,0
1,-4.1,C1277241,M1,1,0,DisGeNET,35,Delayed myelination,,-4.1,18,8,30244,112,61,4,6.6,3.2,440|10352|25828|29968,ASNS|WARS2|TXN2|PSAT1,-1.2,0
1,-4,C0162670,M1,1,0,DisGeNET,35,Mitochondrial Myopathies,,-4,16,7.6,30244,121,61,4,6.6,3.2,1431|6647|51067|54938,CS|SOD1|YARS2|SARS2,-1.1,0
1,-4,C1854882,M1,1,0,DisGeNET,35,Absent speech,,-4,11,6.7,30244,232,61,5,8.2,3.5,10352|10667|29920|55157|124454,WARS2|FARS2|PYCR2|DARS2|EARS2,-1.1,0
1,-3.9,C0018965,M1,1,0,DisGeNET,35,Hematuria,,-3.9,11,6.6,30244,235,61,5,8.2,3.5,38|847|1743|2643|29968,ACAT1|CAT|DLST|GCH1|PSAT1,-1.1,0
1,-3.9,C0014378,M1,1,0,DisGeNET,35,Enterovirus Infections,,-3.9,10,6.6,30244,237,61,5,8.2,3.5,847|2752|6647|10352|54938,CAT|GLUL|SOD1|WARS2|SARS2,-1.1,0
1,-3.9,C0520947,M1,1,0,DisGeNET,35,Clumsiness - motor delay,,-3.9,7.6,5.9,30244,393,61,6,9.8,3.8,38|847|2643|10352|11019|55157,ACAT1|CAT|GCH1|WARS2|LIAS|DARS2,-1,0
1,-3.8,C2677180,M1,1,0,DisGeNET,35,Congenital microcephaly,,-3.8,29,9,30244,51,61,3,4.9,2.8,440|25828|29968,ASNS|TXN2|PSAT1,-1,0
1,-3.8,C4048268,M1,1,0,DisGeNET,35,Cortical visual impairment,,-3.8,15,7.1,30244,136,61,4,6.6,3.2,440|5859|10352|133686,ASNS|QARS1|WARS2|NADK2,-0.98,0
1,-3.7,C0041228,M1,1,0,DisGeNET,35,African Trypanosomiasis,,-3.7,27,8.7,30244,55,61,3,4.9,2.8,2597|8833|10573,GAPDH|GMPS|MRPL28,-0.96,0
1,-3.7,C0020615,M1,1,0,DisGeNET,35,Hypoglycemia,,-3.7,7.1,5.6,30244,420,61,6,9.8,3.8,38|2710|4351|10352|25821|51116,ACAT1|GK|MPI|WARS2|MTO1|MRPS2,-0.95,0
1,-3.7,C0018553,M1,1,0,DisGeNET,35,"Hamartoma Syndrome, Multiple",,-3.7,9.2,6.1,30244,270,61,5,8.2,3.5,38|847|2597|2643|29968,ACAT1|CAT|GAPDH|GCH1|PSAT1,-0.93,0
1,-3.7,C1858430,M1,1,0,DisGeNET,35,Death in infancy,,-3.7,14,6.9,30244,146,61,4,6.6,3.2,2653|2731|10667|133686,GCSH|GLDC|FARS2|NADK2,-0.93,0
1,-3.6,C0242184,M1,1,0,DisGeNET,35,Hypoxia,,-3.6,25,8.4,30244,59,61,3,4.9,2.8,1431|2597|6647,CS|GAPDH|SOD1,-0.93,0
1,-3.6,C1857679,M1,1,0,DisGeNET,35,Sloping forehead,,-3.6,13,6.8,30244,149,61,4,6.6,3.2,440|5859|29920|29968,ASNS|QARS1|PYCR2|PSAT1,-0.93,0
1,-3.6,C0027540,M1,1,0,DisGeNET,35,Necrosis,,-3.6,25,8.3,30244,60,61,3,4.9,2.8,847|2597|6647,CAT|GAPDH|SOD1,-0.92,0
1,-3.5,C0152025,M1,1,0,DisGeNET,35,Polyneuropathy,,-3.5,13,6.6,30244,156,61,4,6.6,3.2,847|6647|8566|55157,CAT|SOD1|PDXK|DARS2,-0.88,0
1,-3.5,C1853743,M1,1,0,DisGeNET,35,Muscular hypotonia of the trunk,,-3.5,13,6.6,30244,156,61,4,6.6,3.2,440|10352|10667|29920,ASNS|WARS2|FARS2|PYCR2,-0.88,0
1,-3.5,C3810365,M1,1,0,DisGeNET,35,Central visual impairment,,-3.5,13,6.5,30244,158,61,4,6.6,3.2,262|440|10352|133686,AMD1|ASNS|WARS2|NADK2,-0.88,0
1,-3.5,C0849640,M1,1,0,DisGeNET,35,skin damage,,-3.5,23,8,30244,64,61,3,4.9,2.8,847|2643|54938,CAT|GCH1|SARS2,-0.88,0
1,-3.5,C0235946,M1,1,0,DisGeNET,35,Cerebral atrophy,,-3.5,6.6,5.4,30244,454,61,6,9.8,3.8,2752|5859|10352|10667|55157|133686,GLUL|QARS1|WARS2|FARS2|DARS2|NADK2,-0.88,0
1,-3.5,C0023380,M1,1,0,DisGeNET,35,Lethargy,,-3.5,12,6.5,30244,160,61,4,6.6,3.2,2643|2653|2710|2731,GCH1|GCSH|GK|GLDC,-0.88,0
1,-3.5,C0041408,M1,1,0,DisGeNET,35,Turner Syndrome,,-3.5,12,6.4,30244,162,61,4,6.6,3.2,847|2597|2643|6647,CAT|GAPDH|GCH1|SOD1,-0.86,0
1,-3.5,C1850456,M1,1,0,DisGeNET,35,Progressive microcephaly,,-3.5,22,7.8,30244,67,61,3,4.9,2.8,440|5859|29920,ASNS|QARS1|PYCR2,-0.85,0
1,-3.4,C4048158,M1,1,0,DisGeNET,35,Convulsions,,-3.4,11,6.2,30244,173,61,4,6.6,3.2,38|847|10573|11019,ACAT1|CAT|MRPL28|LIAS,-0.77,0
1,-3.4,C0001807,M1,1,0,DisGeNET,35,Aggressive behavior,,-3.4,11,6.1,30244,176,61,4,6.6,3.2,2653|2731|10352|54517,GCSH|GLDC|WARS2|PUS7,-0.75,0
1,-3.3,C1861403,M1,1,0,DisGeNET,35,Variable expressivity,,-3.3,7.8,5.5,30244,319,61,5,8.2,3.5,2643|10667|10845|55157|84705,GCH1|FARS2|CLPX|DARS2|GTPBP3,-0.73,0
1,-3.2,C3887638,M1,1,0,DisGeNET,35,Failure to thrive in infant,,-3.2,18,7,30244,81,61,3,4.9,2.8,25821|29920|57176,MTO1|PYCR2|VARS2,-0.64,0
1,-3.2,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-3.2,5.7,4.9,30244,522,61,6,9.8,3.8,847|2597|5198|6647|8833|25828,CAT|GAPDH|PFAS|SOD1|GMPS|TXN2,-0.63,0
1,-3.2,C0031485,M1,1,0,DisGeNET,35,Phenylketonurias,,-3.2,18,6.9,30244,83,61,3,4.9,2.8,847|2643|6647,CAT|GCH1|SOD1,-0.63,0
1,-3.2,C0162316,M1,1,0,DisGeNET,35,Iron deficiency anemia,,-3.2,18,6.9,30244,83,61,3,4.9,2.8,847|6647|10380,CAT|SOD1|BPNT1,-0.63,0
1,-3.1,C0426970,M1,1,0,DisGeNET,35,Spastic Quadriplegia,,-3.1,17,6.8,30244,86,61,3,4.9,2.8,440|10352|11019,ASNS|WARS2|LIAS,-0.6,0
1,-3.1,C0038220,M1,1,0,DisGeNET,35,Status Epilepticus,,-3.1,5.6,4.8,30244,533,61,6,9.8,3.8,847|2597|4967|5859|8566|51067,CAT|GAPDH|OGDH|QARS1|PDXK|YARS2,-0.6,0
1,-3.1,C0151786,M1,1,0,DisGeNET,35,Muscle Weakness,,-3.1,5.6,4.8,30244,536,61,6,9.8,3.8,847|2643|6647|10352|51067|55157,CAT|GCH1|SOD1|WARS2|YARS2|DARS2,-0.59,0
1,-3.1,C0026650,M1,1,0,DisGeNET,35,Movement Disorders,,-3.1,6.8,5,30244,362,61,5,8.2,3.5,2643|2752|4967|6647|57176,GCH1|GLUL|OGDH|SOD1|VARS2,-0.55,0
1,-3.1,C1862389,M1,1,0,DisGeNET,35,ATRIAL SEPTAL DEFECT 1,,-3.1,16,6.6,30244,91,61,3,4.9,2.8,440|847|6647,ASNS|CAT|SOD1,-0.55,0
1,-3,C0003811,M1,1,0,DisGeNET,35,Cardiac Arrhythmia,,-3,5.3,4.6,30244,559,61,6,9.8,3.8,847|6647|23395|25821|57176|84705,CAT|SOD1|LARS2|MTO1|VARS2|GTPBP3,-0.52,0
1,-3,C0007194,M1,1,0,DisGeNET,35,Hypertrophic Cardiomyopathy,,-3,5.3,4.6,30244,559,61,6,9.8,3.8,2597|11019|11222|25821|57176|84705,GAPDH|LIAS|MRPL3|MTO1|VARS2|GTPBP3,-0.52,0
1,-3,C0085583,M1,1,0,DisGeNET,35,Choreoathetosis,,-3,16,6.5,30244,94,61,3,4.9,2.8,2643|2731|133686,GCH1|GLDC|NADK2,-0.52,0
1,-3,C2062441,M1,1,0,DisGeNET,35,Influenza A,,-3,5.3,4.6,30244,562,61,6,9.8,3.8,440|847|2597|6647|29968|54938,ASNS|CAT|GAPDH|SOD1|PSAT1|SARS2,-0.52,0
1,-3,C1836543,M1,1,0,DisGeNET,35,Thick vermilion border,,-3,16,6.4,30244,95,61,3,4.9,2.8,29920|29968|54517,PYCR2|PSAT1|PUS7,-0.52,0
1,-3,C0029124,M1,1,0,DisGeNET,35,Optic Atrophy,,-3,5.2,4.6,30244,568,61,6,9.8,3.8,471|8566|10352|25821|25828|55157,ATIC|PDXK|WARS2|MTO1|TXN2|DARS2,-0.51,0
1,-3,C0034935,M1,1,0,DisGeNET,35,Babinski Reflex,,-3,9.1,5.4,30244,218,61,4,6.6,3.2,2643|10667|29920|55157,GCH1|FARS2|PYCR2|DARS2,-0.51,0
1,-3,C0424230,M1,1,0,DisGeNET,35,Motor retardation,,-3,15,6.3,30244,98,61,3,4.9,2.8,2643|2710|29968,GCH1|GK|PSAT1,-0.5,0
1,-3,C0917805,M1,1,0,DisGeNET,35,Transient Cerebral Ischemia,,-3,15,6.3,30244,98,61,3,4.9,2.8,847|6647|25828,CAT|SOD1|TXN2,-0.5,0
1,-3,C1854301,M1,1,0,DisGeNET,35,Motor delay,,-3,6.5,4.8,30244,384,61,5,8.2,3.5,38|10352|11019|55157|124454,ACAT1|WARS2|LIAS|DARS2|EARS2,-0.5,0
1,-3,C0917796,M1,1,0,DisGeNET,35,"Optic Atrophy, Hereditary, Leber",,-3,15,6.2,30244,100,61,3,4.9,2.8,262|847|51067,AMD1|CAT|YARS2,-0.49,0
1,-2.9,C0036529,M1,1,0,DisGeNET,35,"Myocardial Diseases, Secondary",,-2.9,15,6.2,30244,101,61,3,4.9,2.8,847|1431|3336,CAT|CS|HSPE1,-0.48,0
1,-2.9,C0027055,M1,1,0,DisGeNET,35,Myocardial Reperfusion Injury,,-2.9,8.8,5.3,30244,226,61,4,6.6,3.2,847|2597|6647|25828,CAT|GAPDH|SOD1|TXN2,-0.48,0
1,-2.9,C0266470,M1,1,0,DisGeNET,35,Cerebellar Hypoplasia,,-2.9,8.8,5.3,30244,226,61,4,6.6,3.2,440|847|6647|29968,ASNS|CAT|SOD1|PSAT1,-0.48,0
1,-2.9,C4021085,M1,1,0,DisGeNET,35,Abnormality of brain morphology,,-2.9,14,6.1,30244,104,61,3,4.9,2.8,2731|25821|29920,GLDC|MTO1|PYCR2,-0.45,0
1,-2.9,C4551472,M1,1,0,DisGeNET,35,Hypertrophic obstructive cardiomyopathy,,-2.9,8.5,5.2,30244,233,61,4,6.6,3.2,11222|25821|57176|84705,MRPL3|MTO1|VARS2|GTPBP3,-0.45,0
1,-2.9,C2676033,M1,1,0,DisGeNET,35,Hepatoblastoma Caused By Somatic Mutation,,-2.9,14,6,30244,106,61,3,4.9,2.8,440|5198|8833,ASNS|PFAS|GMPS,-0.45,0
1,-2.9,C0010200,M1,1,0,DisGeNET,35,Coughing,,-2.9,8.4,5.1,30244,235,61,4,6.6,3.2,38|847|2643|6647,ACAT1|CAT|GCH1|SOD1,-0.45,0
1,-2.9,C0033141,M1,1,0,DisGeNET,35,"Cardiomyopathies, Primary",,-2.9,14,6,30244,108,61,3,4.9,2.8,847|1431|3336,CAT|CS|HSPE1,-0.44,0
1,-2.8,C0342257,M1,1,0,DisGeNET,35,Complications of Diabetes Mellitus,,-2.8,8.3,5.1,30244,240,61,4,6.6,3.2,847|2597|6647|25828,CAT|GAPDH|SOD1|TXN2,-0.43,0
1,-2.8,C0860603,M1,1,0,DisGeNET,35,Anxiety symptoms,,-2.8,14,5.9,30244,110,61,3,4.9,2.8,847|2643|4351,CAT|GCH1|MPI,-0.43,0
1,-2.8,C0019193,M1,1,0,DisGeNET,35,"Hepatitis, Toxic",,-2.8,6,4.6,30244,412,61,5,8.2,3.5,847|1040|4967|6647|10380,CAT|CDS1|OGDH|SOD1|BPNT1,-0.43,0
1,-2.8,C4279912,M1,1,0,DisGeNET,35,Chemically-Induced Liver Toxicity,,-2.8,6,4.6,30244,412,61,5,8.2,3.5,847|1040|4967|6647|10380,CAT|CDS1|OGDH|SOD1|BPNT1,-0.43,0
1,-2.8,C3658290,M1,1,0,DisGeNET,35,Drug-Induced Acute Liver Injury,,-2.8,6,4.6,30244,413,61,5,8.2,3.5,847|1040|4967|6647|10380,CAT|CDS1|OGDH|SOD1|BPNT1,-0.42,0
1,-2.8,C0456070,M1,1,0,DisGeNET,35,Growth delay,,-2.8,8.1,5,30244,244,61,4,6.6,3.2,2710|10667|11019|51067,GK|FARS2|LIAS|YARS2,-0.42,0
1,-2.8,C0162429,M1,1,0,DisGeNET,35,Malnutrition,,-2.8,5.9,4.6,30244,417,61,5,8.2,3.5,38|847|2643|5859|6647,ACAT1|CAT|GCH1|QARS1|SOD1,-0.42,0
1,-2.8,C1262760,M1,1,0,DisGeNET,35,"Hepatitis, Drug-Induced",,-2.8,5.9,4.6,30244,418,61,5,8.2,3.5,847|1040|4967|6647|10380,CAT|CDS1|OGDH|SOD1|BPNT1,-0.42,0
1,-2.8,C1961112,M1,1,0,DisGeNET,35,Heart Decompensation,,-2.8,13,5.8,30244,113,61,3,4.9,2.8,847|1431|6647,CAT|CS|SOD1,-0.42,0
1,-2.8,C0149940,M1,1,0,DisGeNET,35,Sciatic Neuropathy,,-2.8,13,5.8,30244,115,61,3,4.9,2.8,847|5859|6647,CAT|QARS1|SOD1,-0.4,0
1,-2.8,C0026848,M1,1,0,DisGeNET,35,Myopathy,,-2.8,4.7,4.2,30244,633,61,6,9.8,3.8,847|2643|2710|6647|23438|51067,CAT|GCH1|GK|SOD1|HARS2|YARS2,-0.38,0
1,-2.7,C0025521,M1,1,0,DisGeNET,35,Inborn Errors of Metabolism,,-2.7,12,5.7,30244,119,61,3,4.9,2.8,38|440|2710,ACAT1|ASNS|GK,-0.37,0
1,-2.7,C1959583,M1,1,0,DisGeNET,35,Myocardial Failure,,-2.7,12,5.7,30244,119,61,3,4.9,2.8,847|1431|6647,CAT|CS|SOD1,-0.37,0
1,-2.7,C0007758,M1,1,0,DisGeNET,35,Cerebellar Ataxia,,-2.7,5.6,4.4,30244,440,61,5,8.2,3.5,847|6647|10352|25821|55157,CAT|SOD1|WARS2|MTO1|DARS2,-0.35,0
1,-2.7,C0234535,M1,1,0,DisGeNET,35,Clonic Seizures,,-2.7,12,5.6,30244,122,61,3,4.9,2.8,38|847|10573,ACAT1|CAT|MRPL28,-0.35,0
1,-2.7,C0023212,M1,1,0,DisGeNET,35,Left-Sided Heart Failure,,-2.7,12,5.5,30244,123,61,3,4.9,2.8,847|1431|6647,CAT|CS|SOD1,-0.34,0
1,-2.7,C0020649,M1,1,0,DisGeNET,35,Hypotension,,-2.7,12,5.5,30244,125,61,3,4.9,2.8,38|847|6647,ACAT1|CAT|SOD1,-0.33,0
1,-2.7,C0013604,M1,1,0,DisGeNET,35,Edema,,-2.7,12,5.5,30244,126,61,3,4.9,2.8,38|847|6647,ACAT1|CAT|SOD1,-0.32,0
1,-2.7,C0206624,M1,1,0,DisGeNET,35,Hepatoblastoma,,-2.7,5.5,4.3,30244,452,61,5,8.2,3.5,440|847|2752|5198|8833,ASNS|CAT|GLUL|PFAS|GMPS,-0.32,0
1,-2.7,C0013421,M1,1,0,DisGeNET,35,Dystonia,,-2.7,5.5,4.3,30244,453,61,5,8.2,3.5,2643|10352|25828|124454|133686,GCH1|WARS2|TXN2|EARS2|NADK2,-0.32,0
1,-2.7,C1262477,M1,1,0,DisGeNET,35,Weight decreased,,-2.7,7.3,4.7,30244,271,61,4,6.6,3.2,38|1743|6647|54517,ACAT1|DLST|SOD1|PUS7,-0.32,0
1,-2.6,C0266483,M1,1,0,DisGeNET,35,Pachygyria,,-2.6,12,5.4,30244,129,61,3,4.9,2.8,1743|29920|29968,DLST|PYCR2|PSAT1,-0.31,0
1,-2.6,C1837397,M1,1,0,DisGeNET,35,Severe global developmental delay,,-2.6,11,5.4,30244,130,61,3,4.9,2.8,2752|11019|25828,GLUL|LIAS|TXN2,-0.31,0
1,-2.6,C0021125,M1,1,0,DisGeNET,35,Impulsive Behavior,,-2.6,7.2,4.6,30244,276,61,4,6.6,3.2,38|2653|2731|10352,ACAT1|GCSH|GLDC|WARS2,-0.3,0
1,-2.6,C4277682,M1,1,0,DisGeNET,35,Chemical and Drug Induced Liver Injury,,-2.6,5.4,4.3,30244,461,61,5,8.2,3.5,847|1040|4967|6647|10380,CAT|CDS1|OGDH|SOD1|BPNT1,-0.3,0
1,-2.6,C0233565,M1,1,0,DisGeNET,35,Bradykinesia,,-2.6,11,5.3,30244,133,61,3,4.9,2.8,2643|10667|124454,GCH1|FARS2|EARS2,-0.29,0
1,-2.6,C0018935,M1,1,0,DisGeNET,35,Hematocrit procedure,,-2.6,11,5.2,30244,138,61,3,4.9,2.8,5198|9553|64080,PFAS|MRPL33|RBKS,-0.24,0
1,-2.6,C1862382,M1,1,0,DisGeNET,35,SVEINSSON CHORIORETINAL ATROPHY,,-2.6,11,5.2,30244,139,61,3,4.9,2.8,847|6647|29968,CAT|SOD1|PSAT1,-0.24,0
1,-2.5,C4552810,M1,1,0,DisGeNET,35,"Irritability, CTCAE",,-2.5,11,5.1,30244,140,61,3,4.9,2.8,2643|2653|2731,GCH1|GCSH|GLDC,-0.23,0
1,-2.5,C0085605,M1,1,0,DisGeNET,35,Liver Failure,,-2.5,6.8,4.5,30244,293,61,4,6.6,3.2,2752|4351|6647|10352,GLUL|MPI|SOD1|WARS2,-0.23,0
1,-2.5,C0022107,M1,1,0,DisGeNET,35,Irritable Mood,,-2.5,10,5.1,30244,142,61,3,4.9,2.8,2643|2653|2731,GCH1|GCSH|GLDC,-0.22,0
1,-2.5,C0016053,M1,1,0,DisGeNET,35,Fibromyalgia,,-2.5,10,5.1,30244,143,61,3,4.9,2.8,847|2643|6647,CAT|GCH1|SOD1,-0.21,0
1,-2.5,C0020443,M1,1,0,DisGeNET,35,Hypercholesterolemia,,-2.5,5.1,4.1,30244,489,61,5,8.2,3.5,38|847|2597|4351|6647,ACAT1|CAT|GAPDH|MPI|SOD1,-0.21,0
1,-2.5,C0035309,M1,1,0,DisGeNET,35,Retinal Diseases,,-2.5,4.2,3.8,30244,714,61,6,9.8,3.8,262|847|2597|2752|6647|25828,AMD1|CAT|GAPDH|GLUL|SOD1|TXN2,-0.21,0
1,-2.5,C0494475,M1,1,0,DisGeNET,35,Tonic - clonic seizures,,-2.5,6.6,4.4,30244,300,61,4,6.6,3.2,38|847|25828|124454,ACAT1|CAT|TXN2|EARS2,-0.21,0
1,-2.5,C0019202,M1,1,0,DisGeNET,35,Hepatolenticular Degeneration,,-2.5,10,5,30244,146,61,3,4.9,2.8,847|2643|2752,CAT|GCH1|GLUL,-0.2,0
1,-2.5,C2700617,M1,1,0,DisGeNET,35,Irritation - emotion,,-2.5,10,5,30244,147,61,3,4.9,2.8,2643|2653|2731,GCH1|GCSH|GLDC,-0.19,0
1,-2.5,C0314719,M1,1,0,DisGeNET,35,Dryness of eye,,-2.5,10,4.9,30244,149,61,3,4.9,2.8,38|4351|6647,ACAT1|MPI|SOD1,-0.19,0
1,-2.4,C0036323,M1,1,0,DisGeNET,35,Schistosomiasis,,-2.4,9.8,4.9,30244,152,61,3,4.9,2.8,2597|6647|10573,GAPDH|SOD1|MRPL28,-0.16,0
