_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.3,M39229,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C10 THIN ASCENDING LIMB,,-3.3,6,5,30244,353,86,6,7,2.7,2023|3313|3320|3329|5230|7167,ENO1|HSPA9|HSP90AA1|HSPD1|PGK1|TPI1,-0.73,0
1,-3.2,M39020,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS GLIAL,,-3.2,11,5.9,30244,133,86,4,4.7,2.3,2023|3417|7167|26227,ENO1|IDH1|TPI1|PHGDH,-0.72,0
1,-3.1,M39231,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-3.1,5.5,4.8,30244,381,86,6,7,2.7,2023|2180|2987|5230|5479|7167,ENO1|ACSL1|GUK1|PGK1|PPIB|TPI1,-0.63,0
1,-3.1,M41655,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG GOBLET CELL,,-3.1,9.5,5.5,30244,148,86,4,4.7,2.3,2745|5226|6652|7360,GLRX|PGD|SORD|UGP2,-0.61,0
1,-2.8,M41708,M1,1,0,Cell Type Signatures,7,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,,-2.8,5.9,4.5,30244,300,86,5,5.8,2.5,128|2098|4357|6888|25996,ADH5|ESD|MPST|TALDO1|REXO2,-0.41,0
1,-2.7,M39203,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW NEUTROPHIL,,-2.7,4.7,4.2,30244,449,86,6,7,2.7,2180|2203|5226|6888|55902|79587,ACSL1|FBP1|PGD|TALDO1|ACSS2|CARS2,-0.39,0
1,-2.7,M40010,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC ISTHMUS CELLS,,-2.7,4.6,4.2,30244,458,86,6,7,2.7,2023|2203|2582|3320|3329|6888,ENO1|FBP1|GALE|HSP90AA1|HSPD1|TALDO1,-0.38,0
1,-2.6,M40026,M1,1,0,Cell Type Signatures,7,BUSSLINGER DUODENAL TRANSIT AMPLIFYING CELLS,,-2.6,7.3,4.7,30244,194,86,4,4.7,2.3,2023|2098|3329|7167,ENO1|ESD|HSPD1|TPI1,-0.32,0
1,-2.6,M39195,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW EARLY ERYTHROBLAST,,-2.6,11,5.3,30244,95,86,3,3.5,2,6652|6723|55163,SORD|SRM|PNPO,-0.3,0
1,-2.5,M39212,M1,1,0,Cell Type Signatures,7,ZHENG CORD BLOOD C3 MEGAKARYOCYTE ERYTHROID PROGENITOR,,-2.5,11,5.1,30244,100,86,3,3.5,2,2235|3320|25996,FECH|HSP90AA1|REXO2,-0.27,0
1,-2.5,M39218,M1,1,0,Cell Type Signatures,7,ZHENG CORD BLOOD C9 GRANULOCYTE MACROPHAGE PROGENITOR,,-2.5,11,5.1,30244,100,86,3,3.5,2,2023|3320|3329,ENO1|HSP90AA1|HSPD1,-0.27,0
1,-2.4,M39118,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C14 HEPATOCYTES 2,,-2.4,6.2,4.2,30244,226,86,4,4.7,2.3,2203|4357|6470|6652,FBP1|MPST|SHMT1|SORD,-0.19,0
1,-2.4,M41719,M1,1,0,Cell Type Signatures,7,FAN OVARY CL17 PUTATIVE APOPTOTIC SMOOTH MUSCLE CELL,,-2.4,6.1,4.1,30244,231,86,4,4.7,2.3,3313|3320|3329|64983,HSPA9|HSP90AA1|HSPD1|MRPL32,-0.16,0
1,-2.3,M41706,M1,1,0,Cell Type Signatures,7,FAN OVARY CL4 T LYMPHOCYTE NK CELL 1,,-2.3,5.7,4,30244,246,86,4,4.7,2.3,2023|2987|3320|5230,ENO1|GUK1|HSP90AA1|PGK1,-0.097,0
1,-2.2,M40014,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC PARIETAL CELLS,,-2.2,5.5,3.9,30244,254,86,4,4.7,2.3,1738|2271|3313|25996,DLD|FH|HSPA9|REXO2,-0.07,0
1,-2.1,M41712,M1,1,0,Cell Type Signatures,7,FAN OVARY CL10 PUTATIVE EARLY ATRESIA GRANULOSA CELL,,-2.1,5.1,3.7,30244,274,86,4,4.7,2.3,353|3417|4357|7167,APRT|IDH1|MPST|TPI1,0,0
1,-2.1,M39263,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA BLOOD,,-2.1,5,3.6,30244,282,86,4,4.7,2.3,353|2235|2987|6888,APRT|FECH|GUK1|TALDO1,0,0
