_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.6,C0232744,M1,1,0,DisGeNET,35,Decreased liver function,,-4.6,24,9.4,30244,59,86,4,4.7,2.3,1352|2235|6888|10056,COX10|FECH|TALDO1|FARSB,-1.6,0
1,-4.6,C0042963,M1,1,0,DisGeNET,35,Vomiting,,-4.6,8.1,6.7,30244,303,86,7,8.1,2.9,1738|2108|2203|2582|10056|26227|51081,DLD|ETFA|FBP1|GALE|FARSB|PHGDH|MRPS7,-1.6,0
1,-4.5,C0030232,M1,1,0,DisGeNET,35,Pallor,,-4.5,14,7.9,30244,124,86,5,5.8,2.5,538|2203|2271|5230|80324,ATP7A|FBP1|FH|PGK1|PUS1,-1.5,0
1,-4.5,C0007959,M1,1,0,DisGeNET,35,Charcot-Marie-Tooth Disease,,-4.5,10,7.1,30244,208,86,6,7,2.7,16|538|1352|3735|5230|5236,AARS1|ATP7A|COX10|KARS1|PGK1|PGM1,-1.5,0
1,-4.5,C0007194,M1,1,0,DisGeNET,35,Hypertrophic Cardiomyopathy,,-4.5,5.7,5.9,30244,559,86,9,10,3.3,353|1352|1738|3320|3329|3376|3735|7167|63931,APRT|COX10|DLD|HSP90AA1|HSPD1|IARS1|KARS1|TPI1|MRPS14,-1.5,0
1,-4.4,C1861403,M1,1,0,DisGeNET,35,Variable expressivity,,-4.4,7.7,6.4,30244,319,86,7,8.1,2.9,16|1738|2673|3376|51081|54802|57038,AARS1|DLD|GFPT1|IARS1|MRPS7|TRIT1|RARS2,-1.5,0
1,-4.4,C1306837,M1,1,0,DisGeNET,35,Papillary Renal Cell Carcinoma,,-4.4,9.5,6.8,30244,223,86,6,7,2.7,353|2108|2271|3313|3329|5230,APRT|ETFA|FH|HSPA9|HSPD1|PGK1,-1.4,0
1,-4.3,C0035579,M1,1,0,DisGeNET,35,Rickets,,-4.3,20,8.4,30244,72,86,4,4.7,2.3,538|6888|10056|26227,ATP7A|TALDO1|FARSB|PHGDH,-1.4,0
1,-4.2,C0231686,M1,1,0,DisGeNET,35,"Gait, Unsteady",,-4.2,12,7.2,30244,143,86,5,5.8,2.5,16|538|7167|25973|55163,AARS1|ATP7A|TPI1|PARS2|PNPO,-1.3,0
1,-4.1,C0016952,M1,1,0,DisGeNET,35,Galactosemias,,-4.1,36,10,30244,29,86,3,3.5,2,2582|7360|130589,GALE|UGP2|GALM,-1.2,0
1,-4.1,C0002878,M1,1,0,DisGeNET,35,"Anemia, Hemolytic",,-4.1,11,6.9,30244,153,86,5,5.8,2.5,2203|2235|3704|5230|7167,FBP1|FECH|ITPA|PGK1|TPI1,-1.2,0
1,-4.1,C0026848,M1,1,0,DisGeNET,35,Myopathy,,-4.1,5,5.4,30244,633,86,9,10,3.3,538|2235|2632|2673|5230|5236|7167|80324|84340,ATP7A|FECH|GBE1|GFPT1|PGK1|PGM1|TPI1|PUS1|GFM2,-1.2,0
1,-4.1,C0162671,M1,1,0,DisGeNET,35,MELAS Syndrome,,-4.1,18,7.9,30244,80,86,4,4.7,2.3,2271|6652|57038|84340,FH|SORD|RARS2|GFM2,-1.2,0
1,-4,C1266044,M1,1,0,DisGeNET,35,Collecting Duct Carcinoma of the Kidney,,-4,11,6.7,30244,162,86,5,5.8,2.5,353|2271|3313|3329|5230,APRT|FH|HSPA9|HSPD1|PGK1,-1.2,0
1,-4,C0220981,M1,1,0,DisGeNET,35,Metabolic acidosis,,-4,17,7.7,30244,85,86,4,4.7,2.3,1738|2203|2271|55163,DLD|FBP1|FH|PNPO,-1.2,0
1,-4,C0151818,M1,1,0,DisGeNET,35,Opisthotonus,,-4,33,9.7,30244,32,86,3,3.5,2,158|26227|79587,ADSL|PHGDH|CARS2,-1.2,0
1,-4,C0268151,M1,1,0,DisGeNET,35,Classical galactosemia,,-4,33,9.7,30244,32,86,3,3.5,2,2582|7360|130589,GALE|UGP2|GALM,-1.2,0
1,-4,C0027066,M1,1,0,DisGeNET,35,Myoclonus,,-4,8,6.1,30244,264,86,6,7,2.7,16|158|25973|55163|79587|100528021,AARS1|ADSL|PARS2|PNPO|CARS2|ST20-MTHFS,-1.2,0
1,-3.9,C0019209,M1,1,0,DisGeNET,35,Hepatomegaly,,-3.9,5.4,5.4,30244,523,86,8,9.3,3.1,1352|1738|2108|2203|2582|6729|6888|51081,COX10|DLD|ETFA|FBP1|GALE|SRP54|TALDO1|MRPS7,-1.1,0
1,-3.9,C0235659,M1,1,0,DisGeNET,35,Reduced fetal movement,,-3.9,10,6.5,30244,169,86,5,5.8,2.5,16|2632|2673|25973|26227,AARS1|GBE1|GFPT1|PARS2|PHGDH,-1.1,0
1,-3.9,C0027868,M1,1,0,DisGeNET,35,Neuromuscular Diseases,,-3.9,10,6.5,30244,171,86,5,5.8,2.5,353|538|2673|3329|7167,APRT|ATP7A|GFPT1|HSPD1|TPI1,-1.1,0
1,-3.9,C4721579,M1,1,0,DisGeNET,35,Secondary malignant neoplasm of colon and/or rectum,,-3.9,6.2,5.6,30244,397,86,7,8.1,2.9,353|2023|3320|3735|6470|7167|54802,APRT|ENO1|HSP90AA1|KARS1|SHMT1|TPI1|TRIT1,-1.1,0
1,-3.8,C0860207,M1,1,0,DisGeNET,35,Drug-Induced Liver Disease,,-3.8,5.2,5.3,30244,537,86,8,9.3,3.1,1737|2023|2180|3320|5236|6652|6888|9942,DLAT|ENO1|ACSL1|HSP90AA1|PGM1|SORD|TALDO1|XYLB,-1.1,0
1,-3.8,C0086743,M1,1,0,DisGeNET,35,Osteoarthrosis Deformans,,-3.8,15,7.2,30244,96,86,4,4.7,2.3,48|2023|2098|2108,ACO1|ENO1|ESD|ETFA,-1,0
1,-3.8,C0019193,M1,1,0,DisGeNET,35,"Hepatitis, Toxic",,-3.8,6,5.4,30244,412,86,7,8.1,2.9,1737|2023|2180|5236|6652|6888|9942,DLAT|ENO1|ACSL1|PGM1|SORD|TALDO1|XYLB,-1,0
1,-3.8,C4279912,M1,1,0,DisGeNET,35,Chemically-Induced Liver Toxicity,,-3.8,6,5.4,30244,412,86,7,8.1,2.9,1737|2023|2180|5236|6652|6888|9942,DLAT|ENO1|ACSL1|PGM1|SORD|TALDO1|XYLB,-1,0
1,-3.7,C3658290,M1,1,0,DisGeNET,35,Drug-Induced Acute Liver Injury,,-3.7,6,5.4,30244,413,86,7,8.1,2.9,1737|2023|2180|5236|6652|6888|9942,DLAT|ENO1|ACSL1|PGM1|SORD|TALDO1|XYLB,-1,0
1,-3.7,C1262760,M1,1,0,DisGeNET,35,"Hepatitis, Drug-Induced",,-3.7,5.9,5.4,30244,418,86,7,8.1,2.9,1737|2023|2180|5236|6652|6888|9942,DLAT|ENO1|ACSL1|PGM1|SORD|TALDO1|XYLB,-1,0
1,-3.7,C0520459,M1,1,0,DisGeNET,35,Necrotizing Enterocolitis,,-3.7,14,6.9,30244,103,86,4,4.7,2.3,2023|2745|3313|6652,ENO1|GLRX|HSPA9|SORD,-0.98,0
1,-3.6,C4021759,M1,1,0,DisGeNET,35,Generalized myoclonic seizures,,-3.6,13,6.8,30244,105,86,4,4.7,2.3,158|26227|54802|79587,ADSL|PHGDH|TRIT1|CARS2,-0.96,0
1,-3.6,C1411966,M1,1,0,DisGeNET,35,Clostridium; difficile (disorder),,-3.6,13,6.8,30244,106,86,4,4.7,2.3,3313|3320|3329|7167,HSPA9|HSP90AA1|HSPD1|TPI1,-0.95,0
1,-3.6,C0541794,M1,1,0,DisGeNET,35,Skeletal muscle atrophy,,-3.6,6.9,5.5,30244,306,86,6,7,2.7,16|158|2632|2673|7167|26227,AARS1|ADSL|GBE1|GFPT1|TPI1|PHGDH,-0.95,0
1,-3.6,C0848332,M1,1,0,DisGeNET,35,Spots on skin,,-3.6,25,8.2,30244,43,86,3,3.5,2,2023|3417|7167,ENO1|IDH1|TPI1,-0.94,0
1,-3.6,C0003886,M1,1,0,DisGeNET,35,Arthrogryposis,,-3.6,8.9,5.9,30244,198,86,5,5.8,2.5,2203|2632|2673|26227|84340,FBP1|GBE1|GFPT1|PHGDH|GFM2,-0.94,0
1,-3.6,C0023281,M1,1,0,DisGeNET,35,Leishmaniasis,,-3.6,8.9,5.9,30244,198,86,5,5.8,2.5,353|2235|3329|4357|55902,APRT|FECH|HSPD1|MPST|ACSS2,-0.94,0
1,-3.5,C0151744,M1,1,0,DisGeNET,35,Myocardial Ischemia,,-3.5,4.2,4.7,30244,756,86,9,10,3.3,353|1737|3313|3329|4482|5236|5471|5834|25813,APRT|DLAT|HSPA9|HSPD1|MSRA|PGM1|PPAT|PYGB|SAMM50,-0.89,0
1,-3.5,C0013421,M1,1,0,DisGeNET,35,Dystonia,,-3.5,5.4,5.1,30244,453,86,7,8.1,2.9,1352|1737|1738|7167|54802|79587|84340,COX10|DLAT|DLD|TPI1|TRIT1|CARS2|GFM2,-0.88,0
1,-3.5,C4277682,M1,1,0,DisGeNET,35,Chemical and Drug Induced Liver Injury,,-3.5,5.3,5,30244,461,86,7,8.1,2.9,1737|2023|2180|5236|6652|6888|9942,DLAT|ENO1|ACSL1|PGM1|SORD|TALDO1|XYLB,-0.84,0
1,-3.5,C1848701,M1,1,0,DisGeNET,35,Elevated hepatic transaminase,,-3.5,8.3,5.7,30244,212,86,5,5.8,2.5,1738|2203|5236|6729|51021,DLD|FBP1|PGM1|SRP54|MRPS16,-0.84,0
1,-3.4,C0175754,M1,1,0,DisGeNET,35,Agenesis of corpus callosum,,-3.4,4.6,4.8,30244,615,86,8,9.3,3.1,2271|3313|3320|3329|6652|26227|27430|51021,FH|HSPA9|HSP90AA1|HSPD1|SORD|PHGDH|MAT2B|MRPS16,-0.84,0
1,-3.4,C0949857,M1,1,0,DisGeNET,35,Mitochondrial Respiratory Chain Deficiencies,,-3.4,22,7.7,30244,49,86,3,3.5,2,3329|6652|57038,HSPD1|SORD|RARS2,-0.84,0
1,-3.4,C1963184,M1,1,0,DisGeNET,35,"Nystagmus, CTCAE 3.0",,-3.4,4.1,4.6,30244,779,86,9,10,3.3,16|158|1352|1737|3329|3614|22934|25973|26227,AARS1|ADSL|COX10|DLAT|HSPD1|IMPDH1|RPIA|PARS2|PHGDH,-0.84,0
1,-3.4,C4554036,M1,1,0,DisGeNET,35,"Nystagmus, CTCAE 5.0",,-3.4,4.1,4.6,30244,779,86,9,10,3.3,16|158|1352|1737|3329|3614|22934|25973|26227,AARS1|ADSL|COX10|DLAT|HSPD1|IMPDH1|RPIA|PARS2|PHGDH,-0.84,0
1,-3.4,C0025521,M1,1,0,DisGeNET,35,Inborn Errors of Metabolism,,-3.4,12,6.3,30244,119,86,4,4.7,2.3,158|2582|3704|7167,ADSL|GALE|ITPA|TPI1,-0.84,0
1,-3.4,C0085576,M1,1,0,DisGeNET,35,Iron-Refractory Iron Deficiency Anemia,,-3.4,21,7.5,30244,51,86,3,3.5,2,48|2235|80324,ACO1|FECH|PUS1,-0.81,0
1,-3.4,C0343401,M1,1,0,DisGeNET,35,MRSA - Methicillin resistant Staphylococcus aureus infection,,-3.4,7.9,5.5,30244,222,86,5,5.8,2.5,353|3313|3329|3376|4482,APRT|HSPA9|HSPD1|IARS1|MSRA,-0.8,0
1,-3.3,C0031511,M1,1,0,DisGeNET,35,Pheochromocytoma,,-3.3,6.1,5.1,30244,344,86,6,7,2.7,48|353|2271|3320|3417|6652,ACO1|APRT|FH|HSP90AA1|IDH1|SORD,-0.78,0
1,-3.3,C4505456,M1,1,0,DisGeNET,35,HIV Coinfection,,-3.3,11,6,30244,129,86,4,4.7,2.3,3313|3320|3329|5479,HSPA9|HSP90AA1|HSPD1|PPIB,-0.74,0
1,-3.3,C1854882,M1,1,0,DisGeNET,35,Absent speech,,-3.3,7.6,5.4,30244,232,86,5,5.8,2.5,158|25973|54802|57038|79587,ADSL|PARS2|TRIT1|RARS2|CARS2,-0.73,0
1,-3.3,C0240635,M1,1,0,DisGeNET,35,Byzanthine arch palate,,-3.3,5,4.7,30244,497,86,7,8.1,2.9,538|1352|2271|2673|3313|10056|80324,ATP7A|COX10|FH|GFPT1|HSPA9|FARSB|PUS1,-0.73,0
1,-3.3,C0235031,M1,1,0,DisGeNET,35,Neurologic Symptoms,,-3.3,7.5,5.4,30244,233,86,5,5.8,2.5,538|2632|5230|5236|7167,ATP7A|GBE1|PGK1|PGM1|TPI1,-0.73,0
1,-3.3,C4551472,M1,1,0,DisGeNET,35,Hypertrophic obstructive cardiomyopathy,,-3.3,7.5,5.4,30244,233,86,5,5.8,2.5,353|3329|3376|3735|63931,APRT|HSPD1|IARS1|KARS1|MRPS14,-0.73,0
1,-3.2,C0262655,M1,1,0,DisGeNET,35,Recurrent urinary tract infection,,-3.2,7.4,5.3,30244,237,86,5,5.8,2.5,353|538|3313|3329|5018,APRT|ATP7A|HSPA9|HSPD1|OXA1L,-0.72,0
1,-3.2,C1266043,M1,1,0,DisGeNET,35,Sarcomatoid Renal Cell Carcinoma,,-3.2,10,5.9,30244,134,86,4,4.7,2.3,353|3313|3329|5230,APRT|HSPA9|HSPD1|PGK1,-0.72,0
1,-3.2,C0025362,M1,1,0,DisGeNET,35,Mental Retardation,,-3.2,4.9,4.7,30244,504,86,7,8.1,2.9,158|1738|2820|3313|5018|5230|63931,ADSL|DLD|GPD2|HSPA9|OXA1L|PGK1|MRPS14,-0.72,0
1,-3.2,C0024537,M1,1,0,DisGeNET,35,"Malaria, Vivax",,-3.2,18,6.9,30244,60,86,3,3.5,2,5226|5236|26227,PGD|PGM1|PHGDH,-0.67,0
1,-3.1,C0751406,M1,1,0,DisGeNET,35,Post-Traumatic Osteoporosis,,-3.1,17,6.8,30244,61,86,3,3.5,2,2023|2820|7167,ENO1|GPD2|TPI1,-0.66,0
1,-3.1,C1708350,M1,1,0,DisGeNET,35,Hereditary Leiomyomatosis and Renal Cell Cancer,,-3.1,17,6.8,30244,61,86,3,3.5,2,2271|3320|6652,FH|HSP90AA1|SORD,-0.66,0
1,-3.1,C1847514,M1,1,0,DisGeNET,35,Postnatal microcephaly,,-3.1,17,6.7,30244,62,86,3,3.5,2,3329|25973|79587,HSPD1|PARS2|CARS2,-0.64,0
1,-3.1,C0023264,M1,1,0,DisGeNET,35,Leigh Disease,,-3.1,9.8,5.6,30244,144,86,4,4.7,2.3,1352|1738|5226|84340,COX10|DLD|PGD|GFM2,-0.63,0
1,-3.1,C0030312,M1,1,0,DisGeNET,35,Pancytopenia,,-3.1,7,5.1,30244,253,86,5,5.8,2.5,128|6729|6888|10056|51081,ADH5|SRP54|TALDO1|FARSB|MRPS7,-0.63,0
1,-3.1,C0151786,M1,1,0,DisGeNET,35,Muscle Weakness,,-3.1,4.6,4.5,30244,536,86,7,8.1,2.9,538|2108|2632|2673|5226|5230|5236,ATP7A|ETFA|GBE1|GFPT1|PGD|PGK1|PGM1,-0.61,0
1,-3.1,C0268237,M1,1,0,DisGeNET,35,Cytochrome-c Oxidase Deficiency,,-3.1,16,6.6,30244,65,86,3,3.5,2,1352|2632|84340,COX10|GBE1|GFM2,-0.61,0
1,-3.1,C0037769,M1,1,0,DisGeNET,35,West Syndrome,,-3.1,9.4,5.5,30244,149,86,4,4.7,2.3,16|25973|55163|57038,AARS1|PARS2|PNPO|RARS2,-0.6,0
1,-3,C0015625,M1,1,0,DisGeNET,35,Fanconi Anemia,,-3,5.4,4.7,30244,393,86,6,7,2.7,128|2023|2745|3320|5723|26227,ADH5|ENO1|GLRX|HSP90AA1|PSPH|PHGDH,-0.59,0
1,-3,C0023904,M1,1,0,DisGeNET,35,"Liver Neoplasms, Experimental",,-3,9.3,5.4,30244,152,86,4,4.7,2.3,158|538|1841|5471,ADSL|ATP7A|DTYMK|PPAT,-0.58,0
1,-3,C0238621,M1,1,0,DisGeNET,35,Aminoaciduria,,-3,16,6.4,30244,68,86,3,3.5,2,1352|2271|2582,COX10|FH|GALE,-0.57,0
1,-3,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-3,3.9,4.2,30244,718,86,8,9.3,3.1,158|538|1738|2023|3417|5723|6652|7167,ADSL|ATP7A|DLD|ENO1|IDH1|PSPH|SORD|TPI1,-0.56,0
1,-3,C0013146,M1,1,0,DisGeNET,35,Drug abuse,,-3,5.2,4.6,30244,404,86,6,7,2.7,2023|2108|3313|4482|26227|55902,ENO1|ETFA|HSPA9|MSRA|PHGDH|ACSS2,-0.55,0
1,-3,C0220668,M1,1,0,DisGeNET,35,Congenital contractural arachnodactyly,,-3,4.4,4.3,30244,559,86,7,8.1,2.9,353|2023|2098|2203|3320|3417|55902,APRT|ENO1|ESD|FBP1|HSP90AA1|IDH1|ACSS2,-0.54,0
1,-3,C0454644,M1,1,0,DisGeNET,35,Delayed speech and language development,,-3,4.4,4.3,30244,560,86,7,8.1,2.9,16|158|2582|5230|25973|63931|84340,AARS1|ADSL|GALE|PGK1|PARS2|MRPS14|GFM2,-0.54,0
1,-2.9,C0016522,M1,1,0,DisGeNET,35,"Foramen Ovale, Patent",,-2.9,14,6.1,30244,73,86,3,3.5,2,3313|6888|26227,HSPA9|TALDO1|PHGDH,-0.51,0
1,-2.9,C0029459,M1,1,0,DisGeNET,35,"Osteoporosis, Senile",,-2.9,14,6.1,30244,73,86,3,3.5,2,2023|2820|7167,ENO1|GPD2|TPI1,-0.51,0
1,-2.9,C1836038,M1,1,0,DisGeNET,35,Poor head control,,-2.9,8.7,5.2,30244,162,86,4,4.7,2.3,16|2673|25973|57038,AARS1|GFPT1|PARS2|RARS2,-0.51,0
1,-2.9,C4551683,M1,1,0,DisGeNET,35,Adrenal Gland Pheochromocytoma,,-2.9,5.1,4.5,30244,416,86,6,7,2.7,48|353|2271|3320|3417|6652,ACO1|APRT|FH|HSP90AA1|IDH1|SORD,-0.51,0
1,-2.9,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-2.9,3.8,4.1,30244,741,86,8,9.3,3.1,48|1737|2180|2745|4357|25813|26227|55902,ACO1|DLAT|ACSL1|GLRX|MPST|SAMM50|PHGDH|ACSS2,-0.51,0
1,-2.9,C0020541,M1,1,0,DisGeNET,35,Portal Hypertension,,-2.9,8.4,5.1,30244,167,86,4,4.7,2.3,2632|3320|10056|27430,GBE1|HSP90AA1|FARSB|MAT2B,-0.48,0
1,-2.8,C0037763,M1,1,0,DisGeNET,35,Spasm,,-2.8,8.2,5,30244,172,86,4,4.7,2.3,1738|2673|5230|26227,DLD|GFPT1|PGK1|PHGDH,-0.44,0
1,-2.8,C0162309,M1,1,0,DisGeNET,35,Adrenoleukodystrophy,,-2.8,6,4.6,30244,294,86,5,5.8,2.5,128|353|1737|3313|3329,ADH5|APRT|DLAT|HSPA9|HSPD1,-0.43,0
1,-2.8,C0022665,M1,1,0,DisGeNET,35,Kidney Neoplasm,,-2.8,6,4.6,30244,295,86,5,5.8,2.5,353|2271|3320|4357|6652,APRT|FH|HSP90AA1|MPST|SORD,-0.43,0
1,-2.8,C0206693,M1,1,0,DisGeNET,35,Medullary carcinoma,,-2.8,13,5.8,30244,81,86,3,3.5,2,3320|6470|26227,HSP90AA1|SHMT1|PHGDH,-0.42,0
1,-2.8,C0017168,M1,1,0,DisGeNET,35,Gastroesophageal reflux disease,,-2.8,4.7,4.2,30244,446,86,6,7,2.7,16|538|5723|10056|25973|26227,AARS1|ATP7A|PSPH|FARSB|PARS2|PHGDH,-0.4,0
1,-2.8,C0033377,M1,1,0,DisGeNET,35,Ptosis,,-2.8,4.1,4.1,30244,607,86,7,8.1,2.9,16|1352|1737|2023|2673|5723|25973,AARS1|COX10|DLAT|ENO1|GFPT1|PSPH|PARS2,-0.4,0
1,-2.7,C2674608,M1,1,0,DisGeNET,35,Feeding difficulties in infancy,,-2.7,5.8,4.5,30244,305,86,5,5.8,2.5,538|3329|25973|51021|55163,ATP7A|HSPD1|PARS2|MRPS16|PNPO,-0.39,0
1,-2.7,C0339525,M1,1,0,DisGeNET,35,Autosomal dominant retinitis pigmentosa,,-2.7,12,5.6,30244,85,86,3,3.5,2,3320|3614|5230,HSP90AA1|IMPDH1|PGK1,-0.39,0
1,-2.7,C3806467,M1,1,0,DisGeNET,35,Respiratory insufficiency due to muscle weakness,,-2.7,12,5.6,30244,85,86,3,3.5,2,1352|2673|7167,COX10|GFPT1|TPI1,-0.39,0
1,-2.7,C1847584,M1,1,0,DisGeNET,35,Distal sensory impairment,,-2.7,12,5.6,30244,86,86,3,3.5,2,16|2632|3735,AARS1|GBE1|KARS1,-0.38,0
1,-2.7,C1266042,M1,1,0,DisGeNET,35,Chromophobe Renal Cell Carcinoma,,-2.7,7.6,4.8,30244,185,86,4,4.7,2.3,353|3313|3329|5230,APRT|HSPA9|HSPD1|PGK1,-0.38,0
