Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0008152 metabolic process,-7.9,17,11,30244,542,26,8,31,9.1,4677|10209|28998|29088|51023|51373|92399|124995,NARS1|EIF1|MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-5.2
MyList,GO Biological Processes,19,GO:0044282,small molecule catabolic process,19_GO:0008152 metabolic process,-7.8,23,12,30244,353,26,7,27,8.7,275|2571|2592|5211|5315|27349|60496,AMT|GAD1|GALT|PFKL|PKM|MCAT|AASDHPPT,-5.1
MyList,GO Biological Processes,19,GO:0032543,mitochondrial translation,19_GO:0008152 metabolic process,-7.4,53,16,30244,110,26,5,19,7.7,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-4.7
MyList,WikiPathways,27,WP5220,Metabolic reprogramming in pancreatic cancer,,-7.3,1.1e+02,21,30244,42,26,4,15,7.1,2821|5211|5315|6120,GPI|PFKL|PKM|RPE,-4.6
MyList,WikiPathways,27,WP4290,Metabolic reprogramming in colon cancer,,-7.3,1.1e+02,21,30244,42,26,4,15,7.1,2821|5211|5315|7086,GPI|PFKL|PKM|TKT,-4.6
MyList,GO Biological Processes,19,GO:0140053,mitochondrial gene expression,19_GO:0008152 metabolic process,-6.9,41,14,30244,142,26,5,19,7.7,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-4.2
MyList,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-6.8,23,11,30244,297,26,6,23,8.3,2592|2821|5211|5315|6120|7086,GALT|GPI|PFKL|PKM|RPE|TKT,-4.1
MyList,KEGG Pathway,24,hsa03010,Ribosome,,-6.5,35,13,30244,167,26,5,19,7.7,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-3.9
MyList,KEGG Pathway,24,hsa01230,Biosynthesis of amino acids,,-6.3,62,16,30244,75,26,4,15,7.1,5211|5315|6120|7086,PFKL|PKM|RPE|TKT,-3.7
MyList,GO Biological Processes,19,GO:0005996,monosaccharide metabolic process,19_GO:0008152 metabolic process,-6.3,31,12,30244,188,26,5,19,7.7,2592|2821|5211|5315|119391,GALT|GPI|PFKL|PKM|GSTO2,-3.7
MyList,GO Biological Processes,19,GO:0051156,glucose 6-phosphate metabolic process,19_GO:0008152 metabolic process,-6.1,1.6e+02,22,30244,22,26,3,12,6.3,2821|6120|7086,GPI|RPE|TKT,-3.5
MyList,GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0008152 metabolic process,-5.8,16,9.2,30244,441,26,6,23,8.3,2592|2821|5211|5315|6120|119391,GALT|GPI|PFKL|PKM|RPE|GSTO2,-3.2
MyList,GO Biological Processes,19,GO:0016052,carbohydrate catabolic process,19_GO:0008152 metabolic process,-5.6,42,13,30244,110,26,4,15,7.1,2592|2821|5211|5315,GALT|GPI|PFKL|PKM,-3.1
MyList,GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-5.4,14,8.5,30244,512,26,6,23,8.3,2571|2821|5211|5315|27349|60496,GAD1|GPI|PFKL|PKM|MCAT|AASDHPPT,-2.8
MyList,GO Biological Processes,19,GO:0019320,hexose catabolic process,19_GO:0008152 metabolic process,-5.2,85,16,30244,41,26,3,12,6.3,2592|5211|5315,GALT|PFKL|PKM,-2.7
MyList,GO Biological Processes,19,GO:0006096,glycolytic process,19_GO:0008152 metabolic process,-5.1,79,15,30244,44,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-2.6
MyList,WikiPathways,27,WP534,Glycolysis and gluconeogenesis,,-5.1,78,15,30244,45,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-2.6
MyList,CORUM,33,CORUM:324,"39S ribosomal subunit, mitochondrial",,-5,73,15,30244,48,26,3,12,6.3,28998|29088|124995,MRPL13|MRPL15|MRPL10,-2.5
MyList,GO Biological Processes,19,GO:0019318,hexose metabolic process,19_GO:0008152 metabolic process,-5,29,10,30244,159,26,4,15,7.1,2592|2821|5211|5315,GALT|GPI|PFKL|PKM,-2.5
MyList,GO Biological Processes,19,GO:0046365,monosaccharide catabolic process,19_GO:0008152 metabolic process,-5,71,14,30244,49,26,3,12,6.3,2592|5211|5315,GALT|PFKL|PKM,-2.5
MyList,KEGG Pathway,24,hsa00010,Glycolysis / Gluconeogenesis,,-4.6,52,12,30244,67,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-2.1
MyList,WikiPathways,27,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",,-4.6,51,12,30244,68,26,3,12,6.3,275|2571|6648,AMT|GAD1|SOD2,-2.1
MyList,GO Biological Processes,19,GO:0006090,pyruvate metabolic process,19_GO:0008152 metabolic process,-4.5,51,12,30244,69,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-2.1
MyList,GO Biological Processes,19,GO:0019362,pyridine nucleotide metabolic process,19_GO:0008152 metabolic process,-4.5,49,12,30244,71,26,3,12,6.3,6120|7086|93100,RPE|TKT|NAPRT,-2
MyList,GO Biological Processes,19,GO:0046496,nicotinamide nucleotide metabolic process,19_GO:0008152 metabolic process,-4.5,49,12,30244,71,26,3,12,6.3,6120|7086|93100,RPE|TKT|NAPRT,-2
MyList,Reactome Gene Sets,6,R-HSA-70171,Glycolysis,,-4.5,48,12,30244,73,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-2
MyList,GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0008152 metabolic process,-4.4,13,7.4,30244,456,26,5,19,7.7,2571|2821|3422|27349|60496,GAD1|GPI|IDI1|MCAT|AASDHPPT,-1.9
MyList,GO Biological Processes,19,GO:0072524,pyridine-containing compound metabolic process,19_GO:0008152 metabolic process,-4.4,45,11,30244,78,26,3,12,6.3,6120|7086|93100,RPE|TKT|NAPRT,-1.9
MyList,GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-4.3,20,8.5,30244,234,26,4,15,7.1,275|2571|27349|60496,AMT|GAD1|MCAT|AASDHPPT,-1.9
MyList,GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-4.3,20,8.5,30244,234,26,4,15,7.1,275|2571|27349|60496,AMT|GAD1|MCAT|AASDHPPT,-1.9
MyList,WikiPathways,27,WP4018,Clear cell renal cell carcinoma pathways,,-4.3,41,11,30244,86,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-1.8
MyList,Reactome Gene Sets,6,R-HSA-70326,Glucose metabolism,,-4.2,38,10,30244,93,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-1.7
MyList,GO Biological Processes,19,GO:0006520,amino acid metabolic process,19_GO:0008152 metabolic process,-4,17,7.7,30244,281,26,4,15,7.1,275|2571|4677|60496,AMT|GAD1|NARS1|AASDHPPT,-1.6
MyList,GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-4,10,6.6,30244,555,26,5,19,7.7,2592|6120|7086|93100|122622,GALT|RPE|TKT|NAPRT|ADSS1,-1.6
MyList,GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0008152 metabolic process,-3.9,30,9.1,30244,118,26,3,12,6.3,2821|5211|5315,GPI|PFKL|PKM,-1.4
MyList,Reactome Gene Sets,6,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,,-3.8,28,8.9,30244,124,26,3,12,6.3,60496|93100|119391,AASDHPPT|NAPRT|GSTO2,-1.4
MyList,GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0008152 metabolic process,-3.4,11,6.1,30244,420,26,4,15,7.1,6120|7086|93100|122622,RPE|TKT|NAPRT|ADSS1,-0.96
MyList,GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0008152 metabolic process,-3.3,10,5.9,30244,450,26,4,15,7.1,6120|7086|93100|122622,RPE|TKT|NAPRT|ADSS1,-0.85
MyList,Reactome Gene Sets,6,R-HSA-196854,Metabolism of vitamins and cofactors,,-3.2,18,7,30244,191,26,3,12,6.3,60496|93100|119391,AASDHPPT|NAPRT|GSTO2,-0.84
MyList,GO Biological Processes,19,GO:1901605,alpha-amino acid metabolic process,19_GO:0008152 metabolic process,-3.2,18,6.9,30244,198,26,3,12,6.3,275|2571|60496,AMT|GAD1|AASDHPPT,-0.8
MyList,GO Biological Processes,19,GO:0009117,nucleotide metabolic process,19_GO:0008152 metabolic process,-3.2,9.7,5.6,30244,478,26,4,15,7.1,6120|7086|93100|122622,RPE|TKT|NAPRT|ADSS1,-0.77
MyList,Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-3.1,9.7,5.6,30244,481,26,4,15,7.1,2821|5211|5315|93100,GPI|PFKL|PKM|NAPRT,-0.76
MyList,GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0008152 metabolic process,-3.1,9.6,5.6,30244,487,26,4,15,7.1,6120|7086|93100|122622,RPE|TKT|NAPRT|ADSS1,-0.75
MyList,GO Biological Processes,19,GO:0090407,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-3,8.6,5.2,30244,541,26,4,15,7.1,3422|7086|93100|122622,IDI1|TKT|NAPRT|ADSS1,-0.59
MyList,GO Biological Processes,19,GO:0046394,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-2.8,13,5.7,30244,274,26,3,12,6.3,2571|27349|60496,GAD1|MCAT|AASDHPPT,-0.42
MyList,GO Biological Processes,19,GO:0016053,organic acid biosynthetic process,19_GO:0008152 metabolic process,-2.8,13,5.7,30244,277,26,3,12,6.3,2571|27349|60496,GAD1|MCAT|AASDHPPT,-0.41
MyList,GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-2.4,9.4,4.8,30244,372,26,3,12,6.3,6120|6648|7086,RPE|SOD2|TKT,-0.057
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-13,57,21,30244,389,11,8,73,13,4677|10209|28998|29088|51023|51373|92399|124995,NARS1|EIF1|MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-9.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-13,53,20,30244,418,11,8,73,13,4677|10209|28998|29088|51023|51373|92399|124995,NARS1|EIF1|MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5419276,Mitochondrial translation termination,,-13,1.9e+02,34,30244,87,11,6,55,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5368287,Mitochondrial translation,,-12,1.8e+02,32,30244,93,11,6,55,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-8.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0008152 metabolic process,-12,43,18,30244,513,11,8,73,13,4677|10209|28998|29088|51023|51373|92399|124995,NARS1|EIF1|MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-8.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0008152 metabolic process,-12,41,18,30244,542,11,8,73,13,4677|10209|28998|29088|51023|51373|92399|124995,NARS1|EIF1|MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-8.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-72766,Translation,,-12,66,21,30244,292,11,7,64,15,4677|28998|29088|51023|51373|92399|124995,NARS1|MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-8.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043603,amide metabolic process,19_GO:0008152 metabolic process,-10,28,14,30244,799,11,8,73,13,4677|10209|28998|29088|51023|51373|92399|124995,NARS1|EIF1|MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-7.4
MyList_MCODE_ALL,CORUM,33,CORUM:320,"55S ribosome, mitochondrial",,-10,1.8e+02,30,30244,77,11,5,45,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-7.4
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5368286,Mitochondrial translation initiation,,-10,1.6e+02,28,30244,87,11,5,45,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-7.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5389840,Mitochondrial translation elongation,,-10,1.6e+02,28,30244,87,11,5,45,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-7.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032543,mitochondrial translation,19_GO:0008152 metabolic process,-9.6,1.2e+02,25,30244,110,11,5,45,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-6.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0140053,mitochondrial gene expression,19_GO:0008152 metabolic process,-9,97,22,30244,142,11,5,45,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-6.2
MyList_MCODE_ALL,KEGG Pathway,24,hsa03010,Ribosome,,-8.7,82,20,30244,167,11,5,45,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-5.8
MyList_MCODE_ALL,WikiPathways,27,WP4290,Metabolic reprogramming in colon cancer,,-6.4,2e+02,24,30244,42,11,3,27,13,5211|5315|7086,PFKL|PKM|TKT,-3.8
MyList_MCODE_ALL,CORUM,33,CORUM:324,"39S ribosomal subunit, mitochondrial",,-6.2,1.7e+02,23,30244,48,11,3,27,13,28998|29088|124995,MRPL13|MRPL15|MRPL10,-3.6
MyList_MCODE_ALL,KEGG Pathway,24,hsa01230,Biosynthesis of amino acids,,-5.6,1.1e+02,18,30244,75,11,3,27,13,5211|5315|7086,PFKL|PKM|TKT,-3.1
MyList_MCODE_ALL,KEGG Pathway,24,hsa01200,Carbon metabolism,,-5.1,72,14,30244,115,11,3,27,13,5211|5315|7086,PFKL|PKM|TKT,-2.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-3.8,28,8.8,30244,297,11,3,27,13,5211|5315|7086,PFKL|PKM|TKT,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006417,regulation of translation,19_GO:0008152 metabolic process,-3.1,16,6.4,30244,531,11,3,27,13,5315|10209|28998,PKM|EIF1|MRPL13,-0.72
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034248,regulation of amide metabolic process,19_GO:0008152 metabolic process,-3,14,6,30244,595,11,3,27,13,5315|10209|28998,PKM|EIF1|MRPL13,-0.59
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-5419276,Mitochondrial translation termination,,-15,3.5e+02,46,30244,87,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-11
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-5368287,Mitochondrial translation,,-15,3.3e+02,44,30244,93,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-11
MyList_SUB1_MCODE_1,CORUM,33,CORUM:320,"55S ribosome, mitochondrial",,-12,3.3e+02,40,30244,77,6,5,83,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-8.7
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-72766,Translation,,-12,1e+02,25,30244,292,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-8.7
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-5368286,Mitochondrial translation initiation,,-12,2.9e+02,38,30244,87,6,5,83,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-8.7
MyList_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-5389840,Mitochondrial translation elongation,,-12,2.9e+02,38,30244,87,6,5,83,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-8.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0032543,mitochondrial translation,19_GO:0008152 metabolic process,-11,2.3e+02,34,30244,110,6,5,83,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-8.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-11,78,21,30244,389,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-8.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-11,72,21,30244,418,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0140053,mitochondrial gene expression,19_GO:0008152 metabolic process,-11,1.8e+02,30,30244,142,6,5,83,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-7.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0008152 metabolic process,-11,59,19,30244,513,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-7.5
MyList_SUB1_MCODE_1,KEGG Pathway,24,hsa03010,Ribosome,,-11,1.5e+02,27,30244,167,6,5,83,15,28998|29088|51023|51373|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRPL10,-7.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0008152 metabolic process,-10,56,18,30244,542,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-7.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0043603,amide metabolic process,19_GO:0008152 metabolic process,-9.5,38,15,30244,799,6,6,1e+02,15,28998|29088|51023|51373|92399|124995,MRPL13|MRPL15|MRPS18C|MRPS17|MRRF|MRPL10,-6.6
MyList_SUB1_MCODE_1,CORUM,33,CORUM:324,"39S ribosomal subunit, mitochondrial",,-7.1,3.2e+02,31,30244,48,6,3,50,20,28998|29088|124995,MRPL13|MRPL15|MRPL10,-4.4
MyList_SUB1_MCODE_2,WikiPathways,27,WP4290,Metabolic reprogramming in colon cancer,,-7.6,4.3e+02,36,30244,42,5,3,60,22,5211|5315|7086,PFKL|PKM|TKT,-4.9
MyList_SUB1_MCODE_2,KEGG Pathway,24,hsa01230,Biosynthesis of amino acids,,-6.8,2.4e+02,27,30244,75,5,3,60,22,5211|5315|7086,PFKL|PKM|TKT,-4.2
MyList_SUB1_MCODE_2,KEGG Pathway,24,hsa01200,Carbon metabolism,,-6.3,1.6e+02,22,30244,115,5,3,60,22,5211|5315|7086,PFKL|PKM|TKT,-3.7
MyList_SUB1_MCODE_2,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-5,61,13,30244,297,5,3,60,22,5211|5315|7086,PFKL|PKM|TKT,-2.5
